"","Date","Name","Distance","Made","Block","H/A","SeasonPerc","Temp","Years Exp.","Average Dist."
"293","12/4/16","Dustin Hopkins\HopkDu00",47,"Y","N","Away",0.81,"",2,36.9
"294","12/4/16","Caleb Sturgis\SturCa00",51,"N","N","Away",0.854,"",3,37.63
"295","12/4/16","Matt Prater\PratMa20",27,"Y","N","Away",0.861,"",10,40.17
"296","12/4/16","Stephen Gostkowski\GostSt20",45,"Y","N","Home",0.844,"",10,37.16
"297","12/4/16","Greg Zuerlein\ZuerGr00",44,"Y","N","Away",0.864,"",4,38.68
"298","12/4/16","Matt Bryant\bryanmat01",22,"Y","N","Home",0.919,"",15,37.3
"299","12/4/16","Jason Myers\MyerJa00",47,"Y","N","Home",0.794,"",1,42.82
"300","12/4/16","Mike Nugent\nugenmik01",33,"Y","N","Home",0.793,"",12,35.17
"301","12/4/16","Phil Dawson\dawsophi01",31,"Y","N","Away",0.857,"",18,40.33
"302","12/4/16","Randy Bullock\BullRa00",34,"Y","N","Home",0.889,"",6,32.67
"303","12/4/16","Roberto Aguayo\AguaRo00",31,"N","N","Away",0.71,"",0,36.68
"304","12/4/16","Sebastian Janikowski\janikseb01",47,"Y","N","Home",0.829,"",16,38.54
"305","12/4/16","Stephen Gostkowski\GostSt20",28,"Y","N","Home",0.844,"",10,37.16
"306","12/4/16","Brandon McManus\McMaBr01",41,"Y","N","Away",0.853,"",2,37.88
"307","12/4/16","Dustin Hopkins\HopkDu00",53,"Y","N","Away",0.81,"",2,36.9
"308","12/4/16","Steven Hauschka\HausSt00",37,"Y","N","Home",0.892,"",9,34.14
"309","12/4/16","Matt Prater\PratMa20",32,"Y","N","Away",0.861,"",10,40.17
"310","12/4/16","Wil Lutz\LutzWi00",40,"Y","N","Home",0.824,"",0,37.53
"311","12/1/16","Dan Bailey\BailDa00",39,"Y","N","Away",0.844,"",5,38.41
"312","12/1/16","Kai Forbath\ForbKa00",36,"Y","N","Home",1,"",5,34.33
"313","12/1/16","Kai Forbath\ForbKa00",48,"Y","N","Home",1,"",5,34.33
"314","12/1/16","Kai Forbath\ForbKa00",33,"Y","N","Home",1,"",5,34.33
"315","11/28/16","Caleb Sturgis\SturCa00",50,"Y","N","Home",0.854,"",3,37.63
"316","11/28/16","Mason Crosby\CrosMa20",33,"Y","N","Away",0.867,"",9,35.4
"317","11/28/16","Caleb Sturgis\SturCa00",48,"Y","N","Home",0.854,"",3,37.63
"318","11/28/16","Mason Crosby\CrosMa20",32,"Y","N","Away",0.867,"",9,35.4
"319","11/27/16","Cairo Santos\SantCa01",37,"Y","N","Away",0.886,"",2,35.63
"320","11/27/16","Josh Lambo\LambJo00",54,"N","N","Away",0.813,"",1,36.38
"321","11/27/16","Stephen Gostkowski\GostSt20",39,"N","N","Away",0.844,"",10,37.16
"322","11/27/16","Brandon McManus\McMaBr01",44,"Y","N","Home",0.853,"",2,37.88
"323","11/27/16","Andrew Franks\FranAn01",24,"Y","N","Home",0.762,"",1,32.86
"324","11/27/16","Nick Folk\FolkNi20",54,"N","Y","Home",0.871,"",9,33.97
"325","11/27/16","Ryan Succop\SuccRy44",31,"Y","N","Away",0.917,"",7,39.33
"326","11/27/16","Nick Novak\novaknic01",19,"Y","N","Home",0.854,"",9,36.78
"327","11/27/16","Phil Dawson\dawsophi01",36,"Y","N","Away",0.857,"",18,40.33
"328","11/27/16","Roberto Aguayo\AguaRo00",48,"N","N","Home",0.71,"",0,36.68
"329","11/27/16","Sebastian Janikowski\janikseb01",23,"Y","N","Home",0.829,"",16,38.54
"330","11/27/16","Stephen Gostkowski\GostSt20",41,"Y","N","Away",0.844,"",10,37.16
"331","11/27/16","Chandler Catanzaro\CataCh00",25,"Y","N","Away",0.75,"",2,39.07
"332","11/27/16","Justin Tucker\TuckJu00",57,"Y","N","Home",0.974,"",4,41.95
"333","11/27/16","Stephen Gostkowski\GostSt20",28,"Y","N","Away",0.844,"",10,37.16
"334","11/27/16","Brandon McManus\McMaBr01",33,"Y","N","Home",0.853,"",2,37.88
"335","11/27/16","Nick Folk\FolkNi20",51,"Y","N","Home",0.871,"",9,33.97
"336","11/27/16","Ryan Succop\SuccRy44",19,"Y","N","Away",0.917,"",7,39.33
"337","11/27/16","Matt Bryant\bryanmat01",45,"Y","N","Home",0.919,"",15,37.3
"338","11/27/16","Mike Nugent\nugenmik01",36,"Y","N","Away",0.793,"",12,35.17
"339","11/27/16","Justin Tucker\TuckJu00",36,"Y","N","Home",0.974,"",4,41.95
"340","11/27/16","Cody Parkey\ParkCo03",25,"Y","N","Home",0.8,"",2,37.6
"341","11/27/16","Cairo Santos\SantCa01",34,"Y","N","Away",0.886,"",2,35.63
"342","11/27/16","Sebastian Janikowski\janikseb01",23,"Y","N","Home",0.829,"",16,38.54
"343","11/27/16","Stephen Gostkowski\GostSt20",29,"Y","N","Away",0.844,"",10,37.16
"344","11/27/16","Brandon McManus\McMaBr01",62,"N","N","Home",0.853,"",2,37.88
"345","11/27/16","Steven Hauschka\HausSt00",43,"Y","N","Away",0.892,"",9,34.14
"346","11/27/16","Justin Tucker\TuckJu00",52,"Y","N","Home",0.974,"",4,41.95
"347","11/27/16","Nick Novak\novaknic01",45,"Y","N","Home",0.854,"",9,36.78
"348","11/27/16","Chandler Catanzaro\CataCh00",54,"Y","N","Away",0.75,"",2,39.07
"349","11/27/16","Mike Nugent\nugenmik01",23,"Y","N","Away",0.793,"",12,35.17
"350","11/27/16","Justin Tucker\TuckJu00",54,"Y","N","Home",0.974,"",4,41.95
"351","11/27/16","Cody Parkey\ParkCo03",20,"Y","N","Home",0.8,"",2,37.6
"352","11/24/16","Dustin Hopkins\HopkDu00",20,"Y","N","Away",0.81,"",2,36.9
"353","11/24/16","Kai Forbath\ForbKa00",28,"Y","N","Away",1,"",5,34.33
"354","11/24/16","Matt Prater\PratMa20",40,"Y","N","Home",0.861,"",10,40.17
"355","11/24/16","Dustin Hopkins\HopkDu00",43,"N","N","Away",0.81,"",2,36.9
"356","11/24/16","Dustin Hopkins\HopkDu00",55,"N","N","Away",0.81,"",2,36.9
"357","11/24/16","Kai Forbath\ForbKa00",30,"Y","N","Away",1,"",5,34.33
"358","11/24/16","Matt Prater\PratMa20",48,"Y","N","Home",0.861,"",10,40.17
"359","11/24/16","Dan Bailey\BailDa00",46,"Y","N","Home",0.844,"",5,38.41
"360","11/24/16","Adam Vinatieri\vinatada01",52,"N","N","Home",0.871,"",20,43.16
"361","11/24/16","Dustin Hopkins\HopkDu00",24,"Y","N","Away",0.81,"",2,36.9
"362","11/24/16","Matt Prater\PratMa20",29,"Y","N","Home",0.861,"",10,40.17
"363","11/21/16","Sebastian Janikowski\janikseb01",20,"Y","N","Home",0.829,"",16,38.54
"364","11/21/16","Sebastian Janikowski\janikseb01",19,"Y","N","Home",0.829,"",16,38.54
"365","11/21/16","Nick Novak\novaknic01",28,"Y","N","Away",0.854,"",9,36.78
"366","11/21/16","Nick Novak\novaknic01",32,"Y","N","Away",0.854,"",9,36.78
"367","11/20/16","Adam Vinatieri\vinatada01",49,"Y","N","Home",0.871,"",20,43.16
"368","11/20/16","Steven Hauschka\HausSt00",44,"N","N","Home",0.892,"",9,34.14
"369","11/20/16","Justin Tucker\TuckJu00",46,"Y","N","Away",0.974,"",4,41.95
"370","11/20/16","Dan Carpenter\CarpDa44",54,"Y","N","Away",0.76,"",8,36.16
"371","11/20/16","Mason Crosby\CrosMa20",36,"Y","N","Away",0.867,"",9,35.4
"372","11/20/16","Greg Zuerlein\ZuerGr00",48,"N","N","Home",0.864,"",4,38.68
"373","11/20/16","Matt Prater\PratMa20",43,"Y","N","Home",0.861,"",10,40.17
"374","11/20/16","Jason Myers\MyerJa00",52,"Y","N","Away",0.794,"",1,42.82
"375","11/20/16","Chris Boswell\BoswCh00",32,"Y","N","Away",0.84,"",1,40.64
"376","11/20/16","Dan Bailey\BailDa00",30,"Y","N","Home",0.844,"",5,38.41
"377","11/20/16","Roberto Aguayo\AguaRo00",22,"Y","N","Away",0.71,"",0,36.68
"378","11/20/16","Cody Parkey\ParkCo03",24,"Y","N","Home",0.8,"",2,37.6
"379","11/20/16","Cairo Santos\SantCa01",22,"Y","N","Home",0.886,"",2,35.63
"380","11/20/16","Adam Vinatieri\vinatada01",42,"N","N","Home",0.871,"",20,43.16
"381","11/20/16","Connor Barth\barthco01",51,"N","N","Away",0.783,"",7,35.35
"382","11/20/16","Steven Hauschka\HausSt00",35,"Y","N","Home",0.892,"",9,34.14
"383","11/20/16","Dan Carpenter\CarpDa44",26,"Y","N","Away",0.76,"",8,36.16
"384","11/20/16","Dustin Hopkins\HopkDu00",37,"Y","N","Home",0.81,"",2,36.9
"385","11/20/16","Greg Zuerlein\ZuerGr00",46,"Y","N","Home",0.864,"",4,38.68
"386","11/20/16","Robbie Gould\gouldrob01",46,"Y","N","Home",1,"",11,36.3
"387","11/20/16","Matt Prater\PratMa20",27,"Y","N","Home",0.861,"",10,40.17
"388","11/20/16","Jason Myers\MyerJa00",27,"Y","N","Away",0.794,"",1,42.82
"389","11/20/16","Phil Dawson\dawsophi01",33,"Y","N","Home",0.857,"",18,40.33
"390","11/20/16","Chris Boswell\BoswCh00",22,"Y","N","Away",0.84,"",1,40.64
"391","11/20/16","Roberto Aguayo\AguaRo00",36,"Y","N","Away",0.71,"",0,36.68
"392","11/20/16","Chandler Catanzaro\CataCh00",34,"Y","N","Away",0.75,"",2,39.07
"393","11/20/16","Dan Carpenter\CarpDa44",20,"Y","N","Away",0.76,"",8,36.16
"394","11/20/16","Roberto Aguayo\AguaRo00",31,"Y","N","Away",0.71,"",0,36.68
"395","11/20/16","Mason Crosby\CrosMa20",36,"N","N","Away",0.867,"",9,35.4
"396","11/20/16","Stephen Gostkowski\GostSt20",38,"Y","N","Away",0.844,"",10,37.16
"397","11/20/16","Connor Barth\barthco01",40,"Y","N","Away",0.783,"",7,35.35
"398","11/20/16","Steven Hauschka\HausSt00",21,"Y","N","Home",0.892,"",9,34.14
"399","11/20/16","Kai Forbath\ForbKa00",27,"Y","N","Home",1,"",5,34.33
"400","11/20/16","Ryan Succop\SuccRy44",47,"Y","N","Away",0.917,"",7,39.33
"401","11/20/16","Chris Boswell\BoswCh00",33,"Y","N","Away",0.84,"",1,40.64
"402","11/20/16","Dan Bailey\BailDa00",21,"Y","N","Home",0.844,"",5,38.41
"403","11/20/16","Roberto Aguayo\AguaRo00",41,"Y","N","Away",0.71,"",0,36.68
"404","11/17/16","Wil Lutz\LutzWi00",27,"Y","N","Away",0.824,"",0,37.53
"405","11/17/16","Graham Gano\GanoGr44",49,"Y","N","Home",0.789,"",7,40.61
"406","11/17/16","Wil Lutz\LutzWi00",30,"Y","N","Away",0.824,"",0,37.53
"407","11/17/16","Graham Gano\GanoGr44",32,"Y","N","Home",0.789,"",7,40.61
"408","11/17/16","Wil Lutz\LutzWi00",38,"N","Y","Away",0.824,"",0,37.53
"409","11/17/16","Graham Gano\GanoGr44",42,"Y","N","Home",0.789,"",7,40.61
"410","11/14/16","Mike Nugent\nugenmik01",38,"Y","N","Away",0.793,"",12,35.17
"411","11/14/16","Mike Nugent\nugenmik01",25,"Y","N","Away",0.793,"",12,35.17
"412","11/13/16","Nick Novak\novaknic01",49,"N","N","Away",0.854,"",9,36.78
"413","11/13/16","Dustin Hopkins\HopkDu00",30,"Y","N","Home",0.81,"",2,36.9
"414","11/13/16","Matt Bryant\bryanmat01",38,"Y","N","Away",0.919,"",15,37.3
"415","11/13/16","Chandler Catanzaro\CataCh00",34,"Y","N","Home",0.75,"",2,39.07
"416","11/13/16","Chris Boswell\BoswCh00",55,"N","N","Home",0.84,"",1,40.64
"417","11/13/16","Dan Bailey\BailDa00",53,"Y","N","Away",0.844,"",5,38.41
"418","11/13/16","Roberto Aguayo\AguaRo00",27,"Y","N","Home",0.71,"",0,36.68
"419","11/13/16","Stephen Gostkowski\GostSt20",30,"Y","N","Home",0.844,"",10,37.16
"420","11/13/16","Brandon McManus\McMaBr01",28,"Y","N","Away",0.853,"",2,37.88
"421","11/13/16","Connor Barth\barthco01",54,"Y","N","Away",0.783,"",7,35.35
"422","11/13/16","Steven Hauschka\HausSt00",23,"Y","N","Away",0.892,"",9,34.14
"423","11/13/16","Caleb Sturgis\SturCa00",55,"N","N","Home",0.854,"",3,37.63
"424","11/13/16","Cairo Santos\SantCa01",33,"Y","N","Away",0.886,"",2,35.63
"425","11/13/16","Ryan Succop\SuccRy44",23,"Y","N","Home",0.917,"",7,39.33
"426","11/13/16","Nick Novak\novaknic01",51,"Y","N","Away",0.854,"",9,36.78
"427","11/13/16","Dustin Hopkins\HopkDu00",50,"Y","N","Home",0.81,"",2,36.9
"428","11/13/16","Steven Hauschka\HausSt00",27,"Y","N","Away",0.892,"",9,34.14
"429","11/13/16","Greg Zuerlein\ZuerGr00",38,"Y","N","Away",0.864,"",4,38.68
"430","11/13/16","Caleb Sturgis\SturCa00",44,"N","N","Home",0.854,"",3,37.63
"431","11/13/16","Matt Bryant\bryanmat01",53,"N","N","Away",0.919,"",15,37.3
"432","11/13/16","Jason Myers\MyerJa00",54,"Y","N","Home",0.794,"",1,42.82
"433","11/13/16","Phil Dawson\dawsophi01",49,"Y","N","Away",0.857,"",18,40.33
"434","11/13/16","Josh Lambo\LambJo00",45,"Y","N","Home",0.813,"",1,36.38
"435","11/13/16","Andrew Franks\FranAn01",27,"Y","N","Away",0.762,"",1,32.86
"436","11/13/16","Chandler Catanzaro\CataCh00",19,"Y","N","Home",0.75,"",2,39.07
"437","11/13/16","Chris Boswell\BoswCh00",39,"Y","N","Home",0.84,"",1,40.64
"438","11/13/16","Dan Bailey\BailDa00",37,"Y","N","Away",0.844,"",5,38.41
"439","11/13/16","Wil Lutz\LutzWi00",30,"Y","N","Home",0.824,"",0,37.53
"440","11/13/16","Roberto Aguayo\AguaRo00",30,"Y","N","Home",0.71,"",0,36.68
"441","11/13/16","Mason Crosby\CrosMa20",38,"Y","N","Away",0.867,"",9,35.4
"442","11/13/16","Brandon McManus\McMaBr01",42,"N","N","Away",0.853,"",2,37.88
"443","11/13/16","Steven Hauschka\HausSt00",41,"Y","N","Away",0.892,"",9,34.14
"444","11/13/16","Caleb Sturgis\SturCa00",25,"Y","N","Home",0.854,"",3,37.63
"445","11/13/16","Cairo Santos\SantCa01",36,"Y","N","Away",0.886,"",2,35.63
"446","11/13/16","Nick Novak\novaknic01",50,"N","N","Away",0.854,"",9,36.78
"447","11/13/16","Dustin Hopkins\HopkDu00",37,"Y","N","Home",0.81,"",2,36.9
"448","11/13/16","Greg Zuerlein\ZuerGr00",20,"Y","N","Away",0.864,"",4,38.68
"449","11/13/16","Matt Bryant\bryanmat01",43,"Y","N","Away",0.919,"",15,37.3
"450","11/13/16","Chris Boswell\BoswCh00",25,"Y","N","Home",0.84,"",1,40.64
"451","11/13/16","Dan Bailey\BailDa00",46,"Y","N","Away",0.844,"",5,38.41
"452","11/13/16","Ryan Succop\SuccRy44",51,"Y","N","Home",0.917,"",7,39.33
"453","11/13/16","Brandon McManus\McMaBr01",37,"Y","N","Away",0.853,"",2,37.88
"454","11/13/16","Caleb Sturgis\SturCa00",48,"Y","N","Home",0.854,"",3,37.63
"455","11/13/16","Chandler Catanzaro\CataCh00",39,"Y","N","Home",0.75,"",2,39.07
"456","11/13/16","Mason Crosby\CrosMa20",29,"Y","N","Away",0.867,"",9,35.4
"457","11/13/16","Cairo Santos\SantCa01",37,"Y","N","Away",0.886,"",2,35.63
"458","11/13/16","Brandon McManus\McMaBr01",50,"Y","N","Away",0.853,"",2,37.88
"459","11/13/16","Dustin Hopkins\HopkDu00",28,"Y","N","Home",0.81,"",2,36.9
"460","11/13/16","Steven Hauschka\HausSt00",31,"Y","N","Away",0.892,"",9,34.14
"461","11/13/16","Greg Zuerlein\ZuerGr00",34,"Y","N","Away",0.864,"",4,38.68
"462","11/13/16","Caleb Sturgis\SturCa00",29,"Y","N","Home",0.854,"",3,37.63
"463","11/13/16","Matt Bryant\bryanmat01",46,"Y","N","Away",0.919,"",15,37.3
"464","11/13/16","Jason Myers\MyerJa00",44,"Y","N","Home",0.794,"",1,42.82
"465","11/13/16","Phil Dawson\dawsophi01",53,"Y","N","Away",0.857,"",18,40.33
"466","11/13/16","Graham Gano\GanoGr44",42,"Y","N","Home",0.789,"",7,40.61
"467","11/13/16","Cairo Santos\SantCa01",47,"Y","N","Away",0.886,"",2,35.63
"468","11/10/16","Justin Tucker\TuckJu00",40,"Y","N","Home",0.974,"",4,41.95
"469","11/10/16","Justin Tucker\TuckJu00",25,"Y","N","Home",0.974,"",4,41.95
"470","11/7/16","Dan Carpenter\CarpDa44",31,"Y","N","Away",0.76,"",8,36.16
"471","11/7/16","Steven Hauschka\HausSt00",49,"Y","N","Home",0.892,"",9,34.14
"472","11/7/16","Dan Carpenter\CarpDa44",54,"N","N","Away",0.76,"",8,36.16
"473","11/6/16","Greg Zuerlein\ZuerGr00",25,"Y","N","Home",0.864,"",4,38.68
"474","11/6/16","Caleb Sturgis\SturCa00",26,"Y","N","Away",0.854,"",3,37.63
"475","11/6/16","Phil Dawson\dawsophi01",48,"Y","N","Home",0.857,"",18,40.33
"476","11/6/16","Cody Parkey\ParkCo03",31,"Y","N","Home",0.8,"",2,37.6
"477","11/6/16","Graham Gano\GanoGr44",48,"N","N","Away",0.789,"",7,40.61
"478","11/6/16","Cairo Santos\SantCa01",51,"Y","N","Home",0.886,"",2,35.63
"479","11/6/16","Josh Lambo\LambJo00",23,"Y","N","Home",0.813,"",1,36.38
"480","11/6/16","Sebastian Janikowski\janikseb01",48,"N","N","Home",0.829,"",16,38.54
"481","11/6/16","Andrew Franks\FranAn01",33,"Y","N","Home",0.762,"",1,32.86
"482","11/6/16","Blair Walsh\WalsBl00",46,"N","Y","Home",0.75,"",4,38.88
"483","11/6/16","Justin Tucker\TuckJu00",42,"Y","N","Home",0.974,"",4,41.95
"484","11/6/16","Nick Folk\FolkNi20",21,"Y","N","Away",0.871,"",9,33.97
"485","11/6/16","Wil Lutz\LutzWi00",55,"N","N","Away",0.824,"",0,37.53
"486","11/6/16","Mason Crosby\CrosMa20",27,"Y","N","Home",0.867,"",9,35.4
"487","11/6/16","Brandon McManus\McMaBr01",44,"Y","N","Away",0.853,"",2,37.88
"488","11/6/16","Matt Prater\PratMa20",53,"Y","N","Away",0.861,"",10,40.17
"489","11/6/16","Graham Gano\GanoGr44",37,"Y","N","Away",0.789,"",7,40.61
"490","11/6/16","Cairo Santos\SantCa01",36,"Y","N","Home",0.886,"",2,35.63
"491","11/6/16","Greg Zuerlein\ZuerGr00",55,"N","N","Home",0.864,"",4,38.68
"492","11/6/16","Caleb Sturgis\SturCa00",40,"N","Y","Away",0.854,"",3,37.63
"493","11/6/16","Phil Dawson\dawsophi01",49,"Y","N","Home",0.857,"",18,40.33
"494","11/6/16","Cairo Santos\SantCa01",26,"Y","N","Home",0.886,"",2,35.63
"495","11/6/16","Sebastian Janikowski\janikseb01",29,"Y","N","Home",0.829,"",16,38.54
"496","11/6/16","Blair Walsh\WalsBl00",33,"Y","N","Home",0.75,"",4,38.88
"497","11/6/16","Justin Tucker\TuckJu00",49,"Y","N","Home",0.974,"",4,41.95
"498","11/6/16","Nick Folk\FolkNi20",23,"Y","N","Away",0.871,"",9,33.97
"499","11/6/16","Wil Lutz\LutzWi00",26,"Y","N","Away",0.824,"",0,37.53
"500","11/6/16","Mason Crosby\CrosMa20",48,"N","","Home",0.867,"",9,35.4
