"","Date","Name","Distance","Made","Block","H.A","SeasonPerc","Temp","Years.Exp.","Average.Dist.","Career.Avg.","Dome"
"231","12/11/16","Caleb Sturgis\SturCa00",36,"Y","N","Home",0.854,33,3,37.63,0.81,"NOT DOME"
"232","12/11/16","Jason Myers\MyerJa00",61,"N","Y","Home",0.794,66,1,42.82,0.824,"NOT DOME"
"233","12/11/16","Nick Folk\FolkNi20",30,"Y","N","Away",0.871,53,9,33.97,0.813,"NOT DOME"
"234","12/11/16","Roberto Aguayo\AguaRo00",26,"Y","N","Home",0.71,75,0,36.68,0.713,"NOT DOME"
"235","12/8/16","Sebastian Janikowski\janikseb01",33,"Y","N","Away",0.829,23,16,38.54,0.804,"NOT DOME"
"236","12/8/16","Sebastian Janikowski\janikseb01",44,"Y","N","Away",0.829,23,16,38.54,0.804,"NOT DOME"
"237","12/5/16","Adam Vinatieri\vinatada01",53,"Y","N","Away",0.871,43,20,43.16,0.842,"NOT DOME"
"238","12/5/16","Nick Folk\FolkNi20",38,"Y","N","Home",0.871,43,9,33.97,0.813,"NOT DOME"
"239","12/5/16","Adam Vinatieri\vinatada01",36,"Y","N","Away",0.871,43,20,43.16,0.842,"NOT DOME"
"240","12/4/16","Connor Barth\barthco01",45,"Y","N","Home",0.783,35,7,35.35,0.84,"NOT DOME"
"241","12/4/16","Mike Nugent\nugenmik01",38,"Y","N","Home",0.793,41,12,35.17,0.808,"NOT DOME"
"242","12/4/16","Roberto Aguayo\AguaRo00",35,"Y","N","Away",0.71,71,0,36.68,0.713,"NOT DOME"
"243","12/4/16","Sebastian Janikowski\janikseb01",47,"Y","N","Home",0.829,55,16,38.54,0.804,"NOT DOME"
"244","12/4/16","Stephen Gostkowski\GostSt20",45,"Y","N","Home",0.844,37,10,37.16,0.871,"NOT DOME"
"245","12/4/16","Matt Bryant\bryanmat01",22,"Y","N","Home",0.919,65,15,37.3,0.858,"DOME"
"246","12/4/16","Steven Hauschka\HausSt00",28,"Y","N","Home",0.892,41,9,34.14,0.868,"NOT DOME"
"247","12/4/16","Chandler Catanzaro\CataCh00",53,"N","N","Home",0.75,65,2,39.07,0.851,"DOME"
"248","12/4/16","Matt Prater\PratMa20",52,"Y","N","Away",0.861,65,10,40.17,0.831,"DOME"
"249","12/4/16","Mike Nugent\nugenmik01",32,"Y","N","Home",0.793,41,12,35.17,0.808,"NOT DOME"
"250","12/4/16","Justin Tucker\TuckJu00",55,"Y","N","Home",0.974,45,4,41.95,0.899,"NOT DOME"
"251","12/4/16","Brandon McManus\McMaBr01",32,"Y","N","Away",0.853,75,2,37.88,0.821,"NOT DOME"
"252","12/4/16","Dustin Hopkins\HopkDu00",20,"Y","N","Away",0.81,65,2,36.9,0.845,"DOME"
"253","12/4/16","Steven Hauschka\HausSt00",23,"Y","N","Home",0.892,41,9,34.14,0.868,"NOT DOME"
"254","12/4/16","Matt Prater\PratMa20",29,"Y","N","Away",0.861,65,10,40.17,0.831,"DOME"
"255","12/4/16","Dan Carpenter\CarpDa44",27,"Y","N","Away",0.76,55,8,36.16,0.84,"NOT DOME"
"256","12/4/16","Matt Bryant\bryanmat01",59,"Y","N","Home",0.919,65,15,37.3,0.858,"DOME"
"257","12/4/16","Mike Nugent\nugenmik01",26,"Y","N","Home",0.793,41,12,35.17,0.808,"NOT DOME"
"258","12/4/16","Phil Dawson\dawsophi01",28,"Y","N","Away",0.857,35,18,40.33,0.844,"NOT DOME"
"259","12/4/16","Roberto Aguayo\AguaRo00",27,"Y","N","Away",0.71,71,0,36.68,0.713,"NOT DOME"
"260","12/4/16","Sebastian Janikowski\janikseb01",41,"Y","N","Home",0.829,55,16,38.54,0.804,"NOT DOME"
"261","12/4/16","Stephen Gostkowski\GostSt20",48,"Y","N","Home",0.844,37,10,37.16,0.871,"NOT DOME"
"262","12/4/16","Steven Hauschka\HausSt00",31,"Y","N","Home",0.892,41,9,34.14,0.868,"NOT DOME"
"263","12/4/16","Chandler Catanzaro\CataCh00",28,"Y","N","Home",0.75,65,2,39.07,0.851,"DOME"
"264","12/4/16","Matt Prater\PratMa20",27,"Y","N","Away",0.861,65,10,40.17,0.831,"DOME"
"265","12/4/16","Wil Lutz\LutzWi00",32,"Y","N","Home",0.824,65,0,37.53,0.842,"DOME"
"266","12/4/16","Josh Lambo\LambJo00",53,"N","N","Home",0.813,71,1,36.38,0.813,"NOT DOME"
"267","12/4/16","Andrew Franks\FranAn01",46,"N","N","Away",0.762,45,1,32.86,0.784,"NOT DOME"
"268","12/4/16","Dustin Hopkins\HopkDu00",47,"Y","N","Away",0.81,65,2,36.9,0.845,"DOME"
"269","12/4/16","Caleb Sturgis\SturCa00",51,"N","N","Away",0.854,41,3,37.63,0.81,"NOT DOME"
"270","12/4/16","Matt Prater\PratMa20",27,"Y","N","Away",0.861,65,10,40.17,0.831,"DOME"
"271","12/4/16","Stephen Gostkowski\GostSt20",45,"Y","N","Home",0.844,37,10,37.16,0.871,"NOT DOME"
"272","12/4/16","Greg Zuerlein\ZuerGr00",44,"Y","N","Away",0.864,37,4,38.68,0.799,"NOT DOME"
"273","12/4/16","Matt Bryant\bryanmat01",22,"Y","N","Home",0.919,65,15,37.3,0.858,"DOME"
"274","12/4/16","Jason Myers\MyerJa00",47,"Y","N","Home",0.794,75,1,42.82,0.824,"NOT DOME"
"275","12/4/16","Mike Nugent\nugenmik01",33,"Y","N","Home",0.793,41,12,35.17,0.808,"NOT DOME"
"276","12/4/16","Phil Dawson\dawsophi01",31,"Y","N","Away",0.857,35,18,40.33,0.844,"NOT DOME"
"277","12/4/16","Roberto Aguayo\AguaRo00",31,"N","N","Away",0.71,71,0,36.68,0.713,"NOT DOME"
"278","12/4/16","Sebastian Janikowski\janikseb01",47,"Y","N","Home",0.829,55,16,38.54,0.804,"NOT DOME"
"279","12/4/16","Stephen Gostkowski\GostSt20",28,"Y","N","Home",0.844,37,10,37.16,0.871,"NOT DOME"
"280","12/4/16","Brandon McManus\McMaBr01",41,"Y","N","Away",0.853,75,2,37.88,0.821,"NOT DOME"
"281","12/4/16","Dustin Hopkins\HopkDu00",53,"Y","N","Away",0.81,65,2,36.9,0.845,"DOME"
"282","12/4/16","Steven Hauschka\HausSt00",37,"Y","N","Home",0.892,41,9,34.14,0.868,"NOT DOME"
"283","12/4/16","Matt Prater\PratMa20",32,"Y","N","Away",0.861,65,10,40.17,0.831,"DOME"
"284","12/4/16","Wil Lutz\LutzWi00",40,"Y","N","Home",0.824,65,0,37.53,0.842,"DOME"
"285","12/1/16","Dan Bailey\BailDa00",39,"Y","N","Away",0.844,65,5,38.41,0.897,"DOME"
"286","11/28/16","Caleb Sturgis\SturCa00",50,"Y","N","Home",0.854,47,3,37.63,0.81,"NOT DOME"
"287","11/28/16","Mason Crosby\CrosMa20",33,"Y","N","Away",0.867,65,9,35.4,0.804,"DOME"
"288","11/28/16","Caleb Sturgis\SturCa00",48,"Y","N","Home",0.854,47,3,37.63,0.81,"NOT DOME"
"289","11/28/16","Mason Crosby\CrosMa20",32,"Y","N","Away",0.867,47,9,35.4,0.804,"NOT DOME"
"290","11/27/16","Cairo Santos\SantCa01",37,"Y","N","Away",0.886,47,2,35.63,0.843,"NOT DOME"
"291","11/27/16","Josh Lambo\LambJo00",54,"N","N","Away",0.813,44,1,36.38,0.813,"NOT DOME"
"292","11/27/16","Stephen Gostkowski\GostSt20",39,"N","N","Away",0.844,67,10,37.16,0.871,"NOT DOME"
"293","11/27/16","Brandon McManus\McMaBr01",44,"Y","N","Home",0.853,48,2,37.88,0.821,"NOT DOME"
"294","11/27/16","Andrew Franks\FranAn01",24,"Y","N","Home",0.762,44,1,32.86,0.784,"NOT DOME"
"295","11/27/16","Nick Folk\FolkNi20",54,"N","Y","Home",0.871,79,9,33.97,0.813,"NOT DOME"
"296","11/27/16","Ryan Succop\SuccRy44",31,"Y","N","Away",0.917,48,7,39.33,0.831,"NOT DOME"
"297","11/27/16","Nick Novak\novaknic01",19,"Y","N","Home",0.854,38,9,36.78,0.828,"NOT DOME"
"298","11/27/16","Phil Dawson\dawsophi01",36,"Y","N","Away",0.857,67,18,40.33,0.844,"NOT DOME"
"299","11/27/16","Roberto Aguayo\AguaRo00",48,"N","N","Home",0.71,79,0,36.68,0.713,"NOT DOME"
"300","11/27/16","Sebastian Janikowski\janikseb01",23,"Y","N","Home",0.829,78,16,38.54,0.804,"NOT DOME"
"301","11/27/16","Stephen Gostkowski\GostSt20",41,"Y","N","Away",0.844,56,10,37.16,0.871,"NOT DOME"
"302","11/27/16","Chandler Catanzaro\CataCh00",25,"Y","N","Away",0.75,48,2,39.07,0.851,"NOT DOME"
"303","11/27/16","Justin Tucker\TuckJu00",57,"Y","N","Home",0.974,49,4,41.95,0.899,"NOT DOME"
"304","11/27/16","Stephen Gostkowski\GostSt20",28,"Y","N","Away",0.844,48,10,37.16,0.871,"NOT DOME"
"305","11/27/16","Brandon McManus\McMaBr01",33,"Y","N","Home",0.853,44,2,37.88,0.821,"NOT DOME"
"306","11/27/16","Nick Folk\FolkNi20",51,"Y","N","Home",0.871,48,9,33.97,0.813,"NOT DOME"
"307","11/27/16","Ryan Succop\SuccRy44",19,"Y","N","Away",0.917,38,7,39.33,0.831,"NOT DOME"
"308","11/27/16","Matt Bryant\bryanmat01",45,"Y","N","Home",0.919,65,15,37.3,0.858,"DOME"
"309","11/27/16","Mike Nugent\nugenmik01",36,"Y","N","Away",0.793,49,12,35.17,0.808,"NOT DOME"
"310","11/27/16","Justin Tucker\TuckJu00",36,"Y","N","Home",0.974,49,4,41.95,0.899,"NOT DOME"
"311","11/27/16","Cody Parkey\ParkCo03",25,"Y","N","Home",0.8,46,2,37.6,0.846,"NOT DOME"
"312","11/27/16","Cairo Santos\SantCa01",34,"Y","N","Away",0.886,44,2,35.63,0.843,"NOT DOME"
"313","11/27/16","Sebastian Janikowski\janikseb01",23,"Y","N","Home",0.829,56,16,38.54,0.804,"NOT DOME"
"314","11/27/16","Stephen Gostkowski\GostSt20",29,"Y","N","Away",0.844,48,10,37.16,0.871,"NOT DOME"
"315","11/27/16","Brandon McManus\McMaBr01",62,"N","N","Home",0.853,44,2,37.88,0.821,"NOT DOME"
"316","11/27/16","Steven Hauschka\HausSt00",43,"Y","N","Away",0.892,78,9,34.14,0.868,"NOT DOME"
"317","11/27/16","Justin Tucker\TuckJu00",52,"Y","N","Home",0.974,49,4,41.95,0.899,"NOT DOME"
"318","11/27/16","Nick Novak\novaknic01",45,"Y","N","Home",0.854,67,9,36.78,0.828,"NOT DOME"
"319","11/27/16","Chandler Catanzaro\CataCh00",54,"Y","N","Away",0.75,65,2,39.07,0.851,"DOME"
"320","11/27/16","Mike Nugent\nugenmik01",23,"Y","N","Away",0.793,49,12,35.17,0.808,"NOT DOME"
"321","11/27/16","Justin Tucker\TuckJu00",54,"Y","N","Home",0.974,49,4,41.95,0.899,"NOT DOME"
"322","11/27/16","Cody Parkey\ParkCo03",20,"Y","N","Home",0.8,46,2,37.6,0.846,"NOT DOME"
"323","11/24/16","Dustin Hopkins\HopkDu00",20,"Y","N","Away",0.81,69,2,36.9,0.845,"NOT DOME"
"324","11/24/16","Matt Prater\PratMa20",40,"Y","N","Home",0.861,65,10,40.17,0.831,"DOME"
"325","11/24/16","Dustin Hopkins\HopkDu00",43,"N","N","Away",0.81,69,2,36.9,0.845,"NOT DOME"
"326","11/24/16","Dustin Hopkins\HopkDu00",55,"N","N","Away",0.81,69,2,36.9,0.845,"NOT DOME"
"327","11/24/16","Matt Prater\PratMa20",48,"Y","N","Home",0.861,65,10,40.17,0.831,"DOME"
"328","11/24/16","Dan Bailey\BailDa00",46,"Y","N","Home",0.844,69,5,38.41,0.897,"NOT DOME"
"329","11/24/16","Adam Vinatieri\vinatada01",52,"N","N","Home",0.871,65,20,43.16,0.842,"DOME"
"330","11/24/16","Dustin Hopkins\HopkDu00",24,"Y","N","Away",0.81,69,2,36.9,0.845,"NOT DOME"
"331","11/24/16","Matt Prater\PratMa20",29,"Y","N","Home",0.861,65,10,40.17,0.831,"DOME"
"332","11/21/16","Sebastian Janikowski\janikseb01",20,"Y","N","Home",0.829,62,16,38.54,0.804,"NOT DOME"
"333","11/21/16","Sebastian Janikowski\janikseb01",19,"Y","N","Home",0.829,62,16,38.54,0.804,"NOT DOME"
"334","11/21/16","Nick Novak\novaknic01",28,"Y","N","Away",0.854,62,9,36.78,0.828,"NOT DOME"
"335","11/21/16","Nick Novak\novaknic01",32,"Y","N","Away",0.854,62,9,36.78,0.828,"NOT DOME"
"336","11/20/16","Adam Vinatieri\vinatada01",49,"Y","N","Home",0.871,65,20,43.16,0.842,"DOME"
"337","11/20/16","Steven Hauschka\HausSt00",44,"N","N","Home",0.892,51,9,34.14,0.868,"NOT DOME"
"338","11/20/16","Justin Tucker\TuckJu00",46,"Y","N","Away",0.974,53,4,41.95,0.899,"NOT DOME"
"339","11/20/16","Dan Carpenter\CarpDa44",54,"Y","N","Away",0.76,37,8,36.16,0.84,"NOT DOME"
"340","11/20/16","Mason Crosby\CrosMa20",36,"Y","N","Away",0.867,38,9,35.4,0.804,"NOT DOME"
"341","11/20/16","Greg Zuerlein\ZuerGr00",48,"N","N","Home",0.864,63,4,38.68,0.799,"NOT DOME"
"342","11/20/16","Matt Prater\PratMa20",43,"Y","N","Home",0.861,65,10,40.17,0.831,"DOME"
"343","11/20/16","Jason Myers\MyerJa00",52,"Y","N","Away",0.794,65,1,42.82,0.824,"DOME"
"344","11/20/16","Chris Boswell\BoswCh00",32,"Y","N","Away",0.84,35,1,40.64,0.877,"NOT DOME"
"345","11/20/16","Dan Bailey\BailDa00",30,"Y","N","Home",0.844,53,5,38.41,0.897,"NOT DOME"
"346","11/20/16","Roberto Aguayo\AguaRo00",22,"Y","N","Away",0.71,43,0,36.68,0.713,"NOT DOME"
"347","11/20/16","Cody Parkey\ParkCo03",24,"Y","N","Home",0.8,35,2,37.6,0.846,"NOT DOME"
"348","11/20/16","Cairo Santos\SantCa01",22,"Y","N","Home",0.886,43,2,35.63,0.843,"NOT DOME"
"349","11/20/16","Adam Vinatieri\vinatada01",42,"N","N","Home",0.871,65,20,43.16,0.842,"DOME"
"350","11/20/16","Connor Barth\barthco01",51,"N","N","Away",0.783,40,7,35.35,0.84,"NOT DOME"
"351","11/20/16","Steven Hauschka\HausSt00",35,"Y","N","Home",0.892,51,9,34.14,0.868,"NOT DOME"
"352","11/20/16","Dan Carpenter\CarpDa44",26,"Y","N","Away",0.76,37,8,36.16,0.84,"NOT DOME"
"353","11/20/16","Dustin Hopkins\HopkDu00",37,"Y","N","Home",0.81,38,2,36.9,0.845,"NOT DOME"
"354","11/20/16","Greg Zuerlein\ZuerGr00",46,"Y","N","Home",0.864,63,4,38.68,0.799,"NOT DOME"
"355","11/20/16","Matt Prater\PratMa20",27,"Y","N","Home",0.861,40,10,40.17,0.831,"NOT DOME"
"356","11/20/16","Jason Myers\MyerJa00",27,"Y","N","Away",0.794,65,1,42.82,0.824,"DOME"
"357","11/20/16","Phil Dawson\dawsophi01",33,"Y","N","Home",0.857,61,18,40.33,0.844,"NOT DOME"
"358","11/20/16","Chris Boswell\BoswCh00",22,"Y","N","Away",0.84,35,1,40.64,0.877,"NOT DOME"
"359","11/20/16","Roberto Aguayo\AguaRo00",36,"Y","N","Away",0.71,43,0,36.68,0.713,"NOT DOME"
"360","11/20/16","Chandler Catanzaro\CataCh00",34,"Y","N","Away",0.75,65,2,39.07,0.851,"DOME"
"361","11/20/16","Dan Carpenter\CarpDa44",20,"Y","N","Away",0.76,37,8,36.16,0.84,"NOT DOME"
"362","11/20/16","Roberto Aguayo\AguaRo00",31,"Y","N","Away",0.71,43,0,36.68,0.713,"NOT DOME"
"363","11/20/16","Mason Crosby\CrosMa20",36,"N","N","Away",0.867,38,9,35.4,0.804,"NOT DOME"
"364","11/20/16","Stephen Gostkowski\GostSt20",38,"Y","N","Away",0.844,61,10,37.16,0.871,"NOT DOME"
"365","11/20/16","Connor Barth\barthco01",40,"Y","N","Away",0.783,40,7,35.35,0.84,"NOT DOME"
"366","11/20/16","Steven Hauschka\HausSt00",21,"Y","N","Home",0.892,51,9,34.14,0.868,"NOT DOME"
"367","11/20/16","Ryan Succop\SuccRy44",47,"Y","N","Away",0.917,65,7,39.33,0.831,"DOME"
"368","11/20/16","Chris Boswell\BoswCh00",33,"Y","N","Away",0.84,35,1,40.64,0.877,"NOT DOME"
"369","11/20/16","Dan Bailey\BailDa00",21,"Y","N","Home",0.844,53,5,38.41,0.897,"NOT DOME"
"370","11/20/16","Roberto Aguayo\AguaRo00",41,"Y","N","Away",0.71,43,0,36.68,0.713,"NOT DOME"
"371","11/17/16","Wil Lutz\LutzWi00",27,"Y","N","Away",0.824,57,0,37.53,0.842,"NOT DOME"
"372","11/17/16","Graham Gano\GanoGr44",49,"Y","N","Home",0.789,57,7,40.61,0.8,"NOT DOME"
"373","11/17/16","Wil Lutz\LutzWi00",30,"Y","N","Away",0.824,57,0,37.53,0.842,"NOT DOME"
"374","11/17/16","Graham Gano\GanoGr44",32,"Y","N","Home",0.789,57,7,40.61,0.8,"NOT DOME"
"375","11/17/16","Wil Lutz\LutzWi00",38,"N","Y","Away",0.824,57,0,37.53,0.842,"NOT DOME"
"376","11/17/16","Graham Gano\GanoGr44",42,"Y","N","Home",0.789,57,7,40.61,0.8,"NOT DOME"
"377","11/14/16","Mike Nugent\nugenmik01",38,"Y","N","Away",0.793,54,12,35.17,0.808,"NOT DOME"
"378","11/14/16","Mike Nugent\nugenmik01",25,"Y","N","Away",0.793,54,12,35.17,0.808,"NOT DOME"
"379","11/13/16","Nick Novak\novaknic01",49,"N","N","Away",0.854,71,9,36.78,0.828,"NOT DOME"
"380","11/13/16","Dustin Hopkins\HopkDu00",30,"Y","N","Home",0.81,55,2,36.9,0.845,"NOT DOME"
"381","11/13/16","Matt Bryant\bryanmat01",38,"Y","N","Away",0.919,54,15,37.3,0.858,"NOT DOME"
"382","11/13/16","Chandler Catanzaro\CataCh00",34,"Y","N","Home",0.75,65,2,39.07,0.851,"DOME"
"383","11/13/16","Chris Boswell\BoswCh00",55,"N","N","Home",0.84,54,1,40.64,0.877,"NOT DOME"
"384","11/13/16","Dan Bailey\BailDa00",53,"Y","N","Away",0.844,54,5,38.41,0.897,"NOT DOME"
"385","11/13/16","Roberto Aguayo\AguaRo00",27,"Y","N","Home",0.71,77,0,36.68,0.713,"NOT DOME"
"386","11/13/16","Stephen Gostkowski\GostSt20",30,"Y","N","Home",0.844,45,10,37.16,0.871,"NOT DOME"
"387","11/13/16","Brandon McManus\McMaBr01",28,"Y","N","Away",0.853,65,2,37.88,0.821,"DOME"
"388","11/13/16","Connor Barth\barthco01",54,"Y","N","Away",0.783,77,7,35.35,0.84,"NOT DOME"
"389","11/13/16","Steven Hauschka\HausSt00",23,"Y","N","Away",0.892,45,9,34.14,0.868,"NOT DOME"
"390","11/13/16","Caleb Sturgis\SturCa00",55,"N","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"391","11/13/16","Cairo Santos\SantCa01",33,"Y","N","Away",0.886,48,2,35.63,0.843,"NOT DOME"
"392","11/13/16","Ryan Succop\SuccRy44",23,"Y","N","Home",0.917,55,7,39.33,0.831,"NOT DOME"
"393","11/13/16","Nick Novak\novaknic01",51,"Y","N","Away",0.854,71,9,36.78,0.828,"NOT DOME"
"394","11/13/16","Dustin Hopkins\HopkDu00",50,"Y","N","Home",0.81,55,2,36.9,0.845,"NOT DOME"
"395","11/13/16","Steven Hauschka\HausSt00",27,"Y","N","Away",0.892,45,9,34.14,0.868,"NOT DOME"
"396","11/13/16","Greg Zuerlein\ZuerGr00",38,"Y","N","Away",0.864,55,4,38.68,0.799,"NOT DOME"
"397","11/13/16","Caleb Sturgis\SturCa00",44,"N","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"398","11/13/16","Matt Bryant\bryanmat01",53,"N","N","Away",0.919,54,15,37.3,0.858,"NOT DOME"
"399","11/13/16","Jason Myers\MyerJa00",54,"Y","N","Home",0.794,71,1,42.82,0.824,"NOT DOME"
"400","11/13/16","Phil Dawson\dawsophi01",49,"Y","N","Away",0.857,65,18,40.33,0.844,"DOME"
"401","11/13/16","Josh Lambo\LambJo00",45,"Y","N","Home",0.813,84,1,36.38,0.813,"NOT DOME"
"402","11/13/16","Andrew Franks\FranAn01",27,"Y","N","Away",0.762,84,1,32.86,0.784,"NOT DOME"
"403","11/13/16","Chandler Catanzaro\CataCh00",19,"Y","N","Home",0.75,65,2,39.07,0.851,"DOME"
"404","11/13/16","Chris Boswell\BoswCh00",39,"Y","N","Home",0.84,54,1,40.64,0.877,"NOT DOME"
"405","11/13/16","Dan Bailey\BailDa00",37,"Y","N","Away",0.844,54,5,38.41,0.897,"NOT DOME"
"406","11/13/16","Wil Lutz\LutzWi00",30,"Y","N","Home",0.824,65,0,37.53,0.842,"DOME"
"407","11/13/16","Roberto Aguayo\AguaRo00",30,"Y","N","Home",0.71,77,0,36.68,0.713,"NOT DOME"
"408","11/13/16","Mason Crosby\CrosMa20",38,"Y","N","Away",0.867,55,9,35.4,0.804,"NOT DOME"
"409","11/13/16","Brandon McManus\McMaBr01",42,"N","N","Away",0.853,65,2,37.88,0.821,"DOME"
"410","11/13/16","Steven Hauschka\HausSt00",41,"Y","N","Away",0.892,45,9,34.14,0.868,"NOT DOME"
"411","11/13/16","Caleb Sturgis\SturCa00",25,"Y","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"412","11/13/16","Cairo Santos\SantCa01",36,"Y","N","Away",0.886,48,2,35.63,0.843,"NOT DOME"
"413","11/13/16","Nick Novak\novaknic01",50,"N","N","Away",0.854,71,9,36.78,0.828,"NOT DOME"
"414","11/13/16","Dustin Hopkins\HopkDu00",37,"Y","N","Home",0.81,55,2,36.9,0.845,"NOT DOME"
"415","11/13/16","Greg Zuerlein\ZuerGr00",20,"Y","N","Away",0.864,55,4,38.68,0.799,"NOT DOME"
"416","11/13/16","Matt Bryant\bryanmat01",43,"Y","N","Away",0.919,54,15,37.3,0.858,"NOT DOME"
"417","11/13/16","Chris Boswell\BoswCh00",25,"Y","N","Home",0.84,54,1,40.64,0.877,"NOT DOME"
"418","11/13/16","Dan Bailey\BailDa00",46,"Y","N","Away",0.844,54,5,38.41,0.897,"NOT DOME"
"419","11/13/16","Ryan Succop\SuccRy44",51,"Y","N","Home",0.917,55,7,39.33,0.831,"NOT DOME"
"420","11/13/16","Brandon McManus\McMaBr01",37,"Y","N","Away",0.853,65,2,37.88,0.821,"DOME"
"421","11/13/16","Caleb Sturgis\SturCa00",48,"Y","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"422","11/13/16","Chandler Catanzaro\CataCh00",39,"Y","N","Home",0.75,65,2,39.07,0.851,"DOME"
"423","11/13/16","Mason Crosby\CrosMa20",29,"Y","N","Away",0.867,55,9,35.4,0.804,"NOT DOME"
"424","11/13/16","Cairo Santos\SantCa01",37,"Y","N","Away",0.886,48,2,35.63,0.843,"NOT DOME"
"425","11/13/16","Brandon McManus\McMaBr01",50,"Y","N","Away",0.853,65,2,37.88,0.821,"DOME"
"426","11/13/16","Dustin Hopkins\HopkDu00",28,"Y","N","Home",0.81,55,2,36.9,0.845,"NOT DOME"
"427","11/13/16","Steven Hauschka\HausSt00",31,"Y","N","Away",0.892,45,9,34.14,0.868,"NOT DOME"
"428","11/13/16","Greg Zuerlein\ZuerGr00",34,"Y","N","Away",0.864,55,4,38.68,0.799,"NOT DOME"
"429","11/13/16","Caleb Sturgis\SturCa00",29,"Y","N","Home",0.854,54,3,37.63,0.81,"NOT DOME"
"430","11/13/16","Matt Bryant\bryanmat01",46,"Y","N","Away",0.919,54,15,37.3,0.858,"NOT DOME"
"431","11/13/16","Jason Myers\MyerJa00",44,"Y","N","Home",0.794,71,1,42.82,0.824,"NOT DOME"
"432","11/13/16","Phil Dawson\dawsophi01",53,"Y","N","Away",0.857,65,18,40.33,0.844,"DOME"
"433","11/13/16","Graham Gano\GanoGr44",42,"Y","N","Home",0.789,48,7,40.61,0.8,"NOT DOME"
"434","11/13/16","Cairo Santos\SantCa01",47,"Y","N","Away",0.886,48,2,35.63,0.843,"NOT DOME"
"435","11/10/16","Justin Tucker\TuckJu00",40,"Y","N","Home",0.974,52,4,41.95,0.899,"NOT DOME"
"436","11/10/16","Justin Tucker\TuckJu00",25,"Y","N","Home",0.974,52,4,41.95,0.899,"NOT DOME"
"437","11/7/16","Dan Carpenter\CarpDa44",31,"Y","N","Away",0.76,60,8,36.16,0.84,"NOT DOME"
"438","11/7/16","Steven Hauschka\HausSt00",49,"Y","N","Home",0.892,63,9,34.14,0.868,"NOT DOME"
"439","11/7/16","Dan Carpenter\CarpDa44",54,"N","N","Away",0.76,63,8,36.16,0.84,"NOT DOME"
"440","11/6/16","Greg Zuerlein\ZuerGr00",25,"Y","N","Home",0.864,60,4,38.68,0.799,"NOT DOME"
"441","11/6/16","Caleb Sturgis\SturCa00",26,"Y","N","Away",0.854,72,3,37.63,0.81,"NOT DOME"
"442","11/6/16","Phil Dawson\dawsophi01",48,"Y","N","Home",0.857,72,18,40.33,0.844,"NOT DOME"
"443","11/6/16","Cody Parkey\ParkCo03",31,"Y","N","Home",0.8,56,2,37.6,0.846,"NOT DOME"
"444","11/6/16","Graham Gano\GanoGr44",48,"N","N","Away",0.789,67,7,40.61,0.8,"NOT DOME"
"445","11/6/16","Cairo Santos\SantCa01",51,"Y","N","Home",0.886,65,2,35.63,0.843,"DOME"
"446","11/6/16","Josh Lambo\LambJo00",23,"Y","N","Home",0.813,67,1,36.38,0.813,"NOT DOME"
"447","11/6/16","Sebastian Janikowski\janikseb01",48,"N","N","Home",0.829,67,16,38.54,0.804,"NOT DOME"
"448","11/6/16","Andrew Franks\FranAn01",33,"Y","N","Home",0.762,60,1,32.86,0.784,"NOT DOME"
"449","11/6/16","Blair Walsh\WalsBl00",46,"N","Y","Home",0.75,60,4,38.88,0.845,"NOT DOME"
"450","11/6/16","Justin Tucker\TuckJu00",42,"Y","N","Home",0.974,60,4,41.95,0.899,"NOT DOME"
"451","11/6/16","Nick Folk\FolkNi20",21,"Y","N","Away",0.871,72,9,33.97,0.813,"NOT DOME"
"452","11/6/16","Wil Lutz\LutzWi00",55,"N","N","Away",0.824,72,0,37.53,0.842,"NOT DOME"
"453","11/6/16","Mason Crosby\CrosMa20",27,"Y","N","Home",0.867,79,9,35.4,0.804,"NOT DOME"
"454","11/6/16","Brandon McManus\McMaBr01",44,"Y","N","Away",0.853,65,2,37.88,0.821,"DOME"
"455","11/6/16","Matt Prater\PratMa20",53,"Y","N","Away",0.861,65,10,40.17,0.831,"DOME"
"456","11/6/16","Graham Gano\GanoGr44",37,"Y","N","Away",0.789,68,7,40.61,0.8,"NOT DOME"
"457","11/6/16","Cairo Santos\SantCa01",36,"Y","N","Home",0.886,68,2,35.63,0.843,"NOT DOME"
"458","11/6/16","Greg Zuerlein\ZuerGr00",55,"N","N","Home",0.864,79,4,38.68,0.799,"NOT DOME"
"459","11/6/16","Caleb Sturgis\SturCa00",40,"N","Y","Away",0.854,79,3,37.63,0.81,"NOT DOME"
"460","11/6/16","Phil Dawson\dawsophi01",49,"Y","N","Home",0.857,67,18,40.33,0.844,"NOT DOME"
"461","11/6/16","Cairo Santos\SantCa01",26,"Y","N","Home",0.886,67,2,35.63,0.843,"NOT DOME"
"462","11/6/16","Sebastian Janikowski\janikseb01",29,"Y","N","Home",0.829,57,16,38.54,0.804,"NOT DOME"
"463","11/6/16","Blair Walsh\WalsBl00",33,"Y","N","Home",0.75,57,4,38.88,0.845,"NOT DOME"
