"","Date","Name","Distance","Made","Block","H.A","SeasonPerc","Temp","Years.Exp.","Average.Dist.","Career.Avg.","Dome"
"464","11/6/16","Justin Tucker\TuckJu00",49,"Y","N","Home",0.974,74,4,41.95,0.899,"NOT DOME"
"465","11/6/16","Nick Folk\FolkNi20",23,"Y","N","Away",0.871,60,9,33.97,0.813,"NOT DOME"
"466","11/6/16","Wil Lutz\LutzWi00",26,"Y","N","Away",0.824,68,0,37.53,0.842,"NOT DOME"
"467","11/6/16","Mason Crosby\CrosMa20",48,"N",NA,"Home",0.867,68,9,35.4,0.804,"NOT DOME"
"1100","17111","Blair Walsh\WalsBl00",46,"N","Y","Home",0.75,0,0,38.88,0.713,"NOT DOME"
"2100","17111","Andrew Franks\FranAn01",33,"Y","N","Home",0.762,0,2,32.86,0.843,"NOT DOME"
"3100","17111","Cairo Santos\SantCa01",51,"Y","N","Home",0.886,0,1,35.63,0.813,"NOT DOME"
"4100","17111","Graham Gano\GanoGr44",48,"N","N","Away",0.789,0,2,40.61,0.821,"NOT DOME"
"510","17111","Cody Parkey\ParkCo03",31,"Y","N","Home",0.8,0,4,37.6,0.799,"NOT DOME"
"610","17111","Phil Dawson\dawsophi01",48,"Y","N","Home",0.857,0,6,40.33,0.814,"NOT DOME"
"710","17111","Caleb Sturgis\SturCa00",26,"Y","N","Away",0.854,0,8,37.63,0.84,"NOT DOME"
"810","17111","Greg Zuerlein\ZuerGr00",25,"Y","N","Home",0.864,0,4,38.68,0.899,"NOT DOME"
"910","17111","Sebastian Janikowski\janikseb01",24,"Y","N","Home",0.829,0,7,38.54,0.8,"NOT DOME"
"1010","17111","Mason Crosby\CrosMa20",34,"Y","N","Home",0.867,0,10,35.4,0.871,"NOT DOME"
"1110","17111","Matt Prater\PratMa20",58,"Y","N","Away",0.861,0,7,40.17,0.84,"DOME"
"1210","17108","Matt Bryant\bryanmat01",41,"Y","N","Away",0.919,0,9,37.3,0.868,"NOT DOME"
"1310","17108","Matt Bryant\bryanmat01",50,"Y","N","Away",0.919,0,2,37.3,0.851,"NOT DOME"
"1410","17108","Matt Bryant\bryanmat01",29,"Y","N","Away",0.919,0,1,37.3,0.824,"DOME"
"1510","17105","Connor Barth\barthco01",28,"Y","N","Home",0.783,0,5,35.35,0.897,"NOT DOME"
"1610","17105","Blair Walsh\WalsBl00",30,"Y","N","Away",0.75,0,0,38.88,0.842,"DOME"
"1710","17105","Connor Barth\barthco01",30,"Y","N","Home",0.783,0,20,35.35,0.842,"DOME"
"1810","17104","Cairo Santos\SantCa01",44,"Y","N","Away",0.886,0,9,35.63,0.828,"NOT DOME"
"1910","17104","Graham Gano\GanoGr44",52,"Y","N","Home",0.789,0,2,40.61,0.845,"NOT DOME"
"2010","17104","Cody Parkey\ParkCo03",41,"Y","N","Home",0.8,0,9,37.6,0.868,"NOT DOME"
"2110","17104","Roberto Aguayo\AguaRo00",41,"Y","N","Home",0.71,0,3,36.68,0.81,"NOT DOME"
"2210","17104","Dan Bailey\BailDa00",49,"Y","N","Home",0.844,0,1,38.41,0.824,"DOME"
"2310","17104","Matt Prater\PratMa20",49,"N","N","Away",0.861,0,9,40.17,0.813,"NOT DOME"
"2410","17104","Dustin Hopkins\HopkDu00",40,"Y","N","Away",0.81,0,9,36.9,0.804,"DOME"
"2510","17104","Nick Novak\novaknic01",33,"Y","N","Home",0.854,0,3,36.78,0.846,"NOT DOME"
"2610","17104","Sebastian Janikowski\janikseb01",50,"N","N","Away",0.829,0,0,38.54,0.713,"NOT DOME"
"2710","17104","Wil Lutz\LutzWi00",53,"Y","N","Home",0.824,0,3,37.53,0.843,"NOT DOME"
"2810","17104","Stephen Gostkowski\GostSt20",32,"Y","N","Away",0.844,0,1,37.16,0.813,"NOT DOME"
"2910","17104","Cairo Santos\SantCa01",28,"N","N","Away",0.886,0,3,35.63,0.821,"NOT DOME"
"3010","17104","Dan Bailey\BailDa00",38,"Y","N","Home",0.844,0,15,38.41,0.858,"DOME"
"3110","17104","Dan Carpenter\CarpDa44",49,"N","N","Home",0.76,0,6,36.16,0.814,"NOT DOME"
"3210","17104","Matt Bryant\bryanmat01",40,"Y","N","Home",0.919,0,7,37.3,0.8,"NOT DOME"
"3310","17104","Caleb Sturgis\SturCa00",55,"Y","N","Away",0.854,0,10,37.63,0.871,"NOT DOME"
"3410","17104","Dustin Hopkins\HopkDu00",20,"Y","N","Away",0.81,0,9,36.9,0.868,"NOT DOME"
"3510","17104","Brandon McManus\McMaBr01",28,"Y","N","Home",0.853,0,3,37.88,0.81,"NOT DOME"
"3610","17104","Graham Gano\GanoGr44",21,"Y","N","Home",0.789,0,11,40.61,0.859,"NOT DOME"
"3710","17104","Cody Parkey\ParkCo03",27,"Y","N","Home",0.8,0,2,37.6,0.851,"NOT DOME"
"3810","17104","Matt Prater\PratMa20",47,"Y","N","Away",0.861,0,5,40.17,0.87,"DOME"
"3910","17104","Steven Hauschka\HausSt00",44,"Y","N","Away",0.892,0,10,34.14,0.831,"DOME"
"4010","17104","Dustin Hopkins\HopkDu00",34,"N","N","Away",0.81,0,1,36.9,0.824,"DOME"
"4110","17104","Nick Novak\novaknic01",36,"Y","N","Home",0.854,0,0,36.78,0.713,"NOT DOME"
"4210","17104","Sebastian Janikowski\janikseb01",52,"N","N","Away",0.829,0,20,38.54,0.842,"DOME"
"4310","17104","Mason Crosby\CrosMa20",29,"Y","N","Away",0.867,0,4,35.4,0.799,"NOT DOME"
"4410","17104","Wil Lutz\LutzWi00",21,"Y","N","Home",0.824,0,9,37.53,0.813,"NOT DOME"
"4510","17104","Cairo Santos\SantCa01",22,"Y","N","Away",0.886,0,2,35.63,0.843,"NOT DOME"
"4610","17104","Graham Gano\GanoGr44",43,"Y","N","Home",0.789,0,7,40.61,0.8,"NOT DOME"
"4710","17104","Dan Bailey\BailDa00",23,"Y","N","Home",0.844,0,10,38.41,0.871,"NOT DOME"
"4810","17104","Caleb Sturgis\SturCa00",34,"Y","N","Away",0.854,0,2,37.63,0.851,"NOT DOME"
"4910","17104","Dustin Hopkins\HopkDu00",55,"N","N","Away",0.81,0,5,36.9,0.897,"NOT DOME"
"501","17104","Sebastian Janikowski\janikseb01",31,"Y","N","Away",0.829,0,0,38.54,0.842,"DOME"
"511","17104","Wil Lutz\LutzWi00",22,"Y","N","Home",0.824,0,2,37.53,0.846,"NOT DOME"
"521","17104","Mike Nugent\nugenmik01",51,"N","N","Home",0.793,0,7,35.17,0.831,"NOT DOME"
"531","17104","Matt Prater\PratMa20",34,"Y","N","Away",0.861,0,7,40.17,0.8,"NOT DOME"
"541","17104","Steven Hauschka\HausSt00",21,"Y","N","Away",0.892,0,9,34.14,0.828,"NOT DOME"
"551","17104","Brandon McManus\McMaBr01",22,"Y","N","Home",0.853,0,2,37.88,0.845,"NOT DOME"
"561","17104","Stephen Gostkowski\GostSt20",51,"Y","N","Away",0.844,0,9,37.16,0.868,"NOT DOME"
"571","17104","Josh Lambo\LambJo00",45,"N","N","Away",0.813,0,3,36.38,0.81,"NOT DOME"
"581","17104","Cairo Santos\SantCa01",33,"Y","N","Away",0.886,0,11,35.63,0.859,"NOT DOME"
"591","17104","Wil Lutz\LutzWi00",41,"Y","N","Home",0.824,0,10,37.53,0.831,"DOME"
"601","17104","Nick Folk\FolkNi20",24,"Y","N","Away",0.871,0,1,33.97,0.824,"DOME"
"611","17104","Dan Carpenter\CarpDa44",23,"Y","N","Home",0.76,0,9,36.16,0.813,"NOT DOME"
"621","17104","Matt Bryant\bryanmat01",36,"Y","N","Home",0.919,0,10,37.3,0.831,"NOT DOME"
"631","17104","Caleb Sturgis\SturCa00",30,"Y","N","Away",0.854,0,1,37.63,0.877,"NOT DOME"
"641","17101","Ryan Succop\SuccRy44",32,"Y","N","Home",0.917,0,2,39.33,0.843,"NOT DOME"
"651","17101","Ryan Succop\SuccRy44",22,"Y","N","Home",0.917,0,4,39.33,0.899,"NOT DOME"
"661","17101","Ryan Succop\SuccRy44",33,"Y","N","Home",0.917,0,4,39.33,0.899,"NOT DOME"
"671","17098","Brandon McManus\McMaBr01",32,"Y","N","Home",0.853,0,2,37.88,0.843,"NOT DOME"
"681","17098","Nick Novak\novaknic01",43,"Y","N","Away",0.854,0,4,36.78,0.899,"NOT DOME"
"691","17098","Brandon McManus\McMaBr01",22,"Y","N","Home",0.853,0,2,37.88,0.821,"NOT DOME"
"701","17098","Nick Novak\novaknic01",29,"Y","N","Away",0.854,0,4,36.78,0.899,"NOT DOME"
"711","17098","Nick Novak\novaknic01",43,"Y","N","Away",0.854,0,2,36.78,0.843,"NOT DOME"
"721","17097","Sebastian Janikowski\janikseb01",44,"Y","N","Away",0.829,0,7,38.54,0.8,"NOT DOME"
"731","17097","Chris Boswell\BoswCh00",54,"N","N","Home",0.84,0,20,40.64,0.842,"NOT DOME"
"741","17097","Phil Dawson\dawsophi01",28,"Y","N","Home",0.857,0,9,40.33,0.828,"NOT DOME"
"751","17097","Mike Nugent\nugenmik01",36,"Y","N","Home",0.793,0,2,35.17,0.845,"NOT DOME"
"761","17097","Jason Myers\MyerJa00",23,"Y","N","Home",0.794,0,9,42.82,0.868,"NOT DOME"
"771","17097","Steven Hauschka\HausSt00",28,"N","N","Away",0.892,0,1,34.14,0.824,"NOT DOME"
"781","17097","Josh Lambo\LambJo00",33,"Y","N","Away",0.813,0,9,36.38,0.813,"NOT DOME"
"791","17097","Cairo Santos\SantCa01",39,"Y","N","Home",0.886,0,2,35.63,0.846,"NOT DOME"
"801","17097","Nick Folk\FolkNi20",22,"Y","N","Home",0.871,0,1,33.97,0.813,"NOT DOME"
"811","17097","Justin Tucker\TuckJu00",50,"Y","N","Away",0.974,0,1,41.95,0.784,"NOT DOME"
"821","17097","Matt Bryant\bryanmat01",31,"Y","N","Home",0.919,0,15,37.3,0.858,"NOT DOME"
"831","17097","Caleb Sturgis\SturCa00",35,"Y","N","Home",0.854,0,6,37.63,0.814,"NOT DOME"
"841","17097","Ryan Succop\SuccRy44",48,"Y","N","Home",0.917,0,8,39.33,0.84,"NOT DOME"
"851","17097","Sebastian Janikowski\janikseb01",26,"Y","N","Away",0.829,0,7,38.54,0.831,"NOT DOME"
"861","17097","Roberto Aguayo\AguaRo00",37,"Y","N","Away",0.71,0,7,36.68,0.8,"NOT DOME"
"871","17097","Chris Boswell\BoswCh00",46,"Y","N","Home",0.84,0,10,40.64,0.871,"NOT DOME"
"881","17097","Chandler Catanzaro\CataCh00",45,"Y","N","Home",0.75,0,15,39.07,0.858,"NOT DOME"
"891","17097","Matt Prater\PratMa20",43,"Y","N","Home",0.861,0,2,40.17,0.851,"NOT DOME"
"901","17097","Steven Hauschka\HausSt00",40,"Y","N","Away",0.892,0,5,34.14,0.87,"NOT DOME"
"911","17097","Andrew Franks\FranAn01",33,"Y","N","Home",0.762,0,0,32.86,0.842,"NOT DOME"
"921","17097","Adam Vinatieri\vinatada01",28,"Y","N","Away",0.871,0,1,43.16,0.824,"NOT DOME"
"931","17097","Sebastian Janikowski\janikseb01",52,"Y","N","Away",0.829,0,8,38.54,0.84,"NOT DOME"
"941","17097","Josh Lambo\LambJo00",40,"Y","N","Away",0.813,0,9,36.38,0.813,"NOT DOME"
"951","17097","Mike Nugent\nugenmik01",45,"N","N","Home",0.793,0,1,35.17,0.813,"NOT DOME"
"961","17097","Jason Myers\MyerJa00",37,"Y","N","Home",0.794,0,1,42.82,0.784,"NOT DOME"
"971","17097","Matt Bryant\bryanmat01",42,"Y","N","Home",0.919,0,7,37.3,0.84,"NOT DOME"
"981","17097","Josh Lambo\LambJo00",42,"Y","N","Away",0.813,0,15,36.38,0.858,"NOT DOME"
"991","17097","Cairo Santos\SantCa01",41,"Y","N","Home",0.886,0,0,35.63,0.842,"NOT DOME"
"1001","17097","Nick Folk\FolkNi20",51,"N","Y","Home",0.871,0,7,33.97,0.8,"NOT DOME"
"1011","17097","Dan Carpenter\CarpDa44",29,"Y","N","Away",0.76,0,9,36.16,0.828,"NOT DOME"
"1021","17097","Chris Boswell\BoswCh00",42,"N","N","Home",0.84,0,2,40.64,0.845,"NOT DOME"
"1031","17097","Justin Tucker\TuckJu00",49,"Y","N","Away",0.974,0,9,41.95,0.868,"DOME"
"1041","17097","Blair Walsh\WalsBl00",48,"Y","N","Away",0.75,0,2,38.88,0.851,"DOME"
"1051","17097","Chandler Catanzaro\CataCh00",39,"N","Y","Home",0.75,0,1,39.07,0.824,"DOME"
"1061","17097","Matt Bryant\bryanmat01",58,"N","N","Home",0.919,0,9,37.3,0.804,"NOT DOME"
"1071","17097","Caleb Sturgis\SturCa00",21,"Y","N","Home",0.854,0,2,37.63,0.846,"NOT DOME"
"1081","17097","Dustin Hopkins\HopkDu00",45,"N","N","Away",0.81,0,1,36.9,0.813,"NOT DOME"
"1091","17097","Ryan Succop\SuccRy44",44,"Y","N","Home",0.917,0,15,39.33,0.858,"NOT DOME"
"1101","17097","Sebastian Janikowski\janikseb01",32,"Y","N","Away",0.829,0,1,38.54,0.824,"NOT DOME"
"1111","17097","Cody Parkey\ParkCo03",28,"Y","N","Away",0.8,0,6,37.6,0.814,"NOT DOME"
"1121","17097","Roberto Aguayo\AguaRo00",50,"N","N","Away",0.71,0,8,36.68,0.84,"NOT DOME"
"1131","17097","Chris Boswell\BoswCh00",44,"Y","N","Home",0.84,0,0,40.64,0.713,"NOT DOME"
"1141","17097","Mike Nugent\nugenmik01",40,"N","N","Home",0.793,0,10,35.17,0.871,"NOT DOME"
"1151","17097","Chandler Catanzaro\CataCh00",24,"N","N","Home",0.75,0,1,39.07,0.784,"NOT DOME"
"1161","17097","Matt Prater\PratMa20",27,"Y","N","Home",0.861,0,15,40.17,0.858,"NOT DOME"
"1171","17097","Greg Zuerlein\ZuerGr00",36,"Y","N","Home",0.864,0,2,38.68,0.851,"NOT DOME"
"1181","17097","Steven Hauschka\HausSt00",36,"Y","N","Away",0.892,0,5,34.14,0.87,"NOT DOME"
"1191","17097","Adam Vinatieri\vinatada01",33,"Y","N","Away",0.871,0,0,43.16,0.842,"NOT DOME"
"1201","17097","Josh Lambo\LambJo00",37,"Y","N","Away",0.813,0,11,36.38,0.859,"NOT DOME"
"1211","17097","Jason Myers\MyerJa00",44,"Y","N","Home",0.794,0,11,42.82,0.859,"DOME"
"1221","17097","Matt Bryant\bryanmat01",27,"Y","N","Home",0.919,0,11,37.3,0.859,"NOT DOME"
"1231","17097","Roberto Aguayo\AguaRo00",38,"Y","N","Away",0.71,0,3,36.68,0.81,"NOT DOME"
"1241","17097","Chris Boswell\BoswCh00",32,"Y","N","Home",0.84,0,11,40.64,0.859,"NOT DOME"
"1251","17097","Justin Tucker\TuckJu00",44,"Y","N","Away",0.974,0,7,41.95,0.8,"NOT DOME"
"1271","17097","Chandler Catanzaro\CataCh00",46,"Y","N","Home",0.75,0,7,39.07,0.8,"NOT DOME"
"1281","17097","Matt Prater\PratMa20",49,"N","N","Home",0.861,0,2,40.17,0.845,"NOT DOME"
"1291","17097","Dustin Hopkins\HopkDu00",38,"Y","N","Away",0.81,0,7,36.9,0.8,"NOT DOME"
"1301","17097","Andrew Franks\FranAn01",36,"Y","N","Home",0.762,0,7,32.86,0.8,"NOT DOME"
"1311","17094","Mason Crosby\CrosMa20",31,"N","Y","Home",0.867,0,2,35.4,0.845,"NOT DOME"
"1321","17094","Mason Crosby\CrosMa20",32,"Y","N","Home",0.867,0,7,35.4,0.8,"NOT DOME"
"1331","17094","Connor Barth\barthco01",39,"Y","N","Away",0.783,0,7,35.35,0.831,"NOT DOME"
"1341","17094","Mason Crosby\CrosMa20",40,"Y","N","Home",0.867,0,16,35.4,0.804,"NOT DOME"
"1351","17091","Nick Folk\FolkNi20",39,"Y","N","Away",0.871,0,10,33.97,0.871,"NOT DOME"
"1361","17090","Cairo Santos\SantCa01",38,"N","N","Away",0.886,0,15,35.63,0.858,"DOME"
"1371","17090","Mason Crosby\CrosMa20",34,"Y","N","Home",0.867,0,3,35.4,0.81,"NOT DOME"
"1381","17090","Wil Lutz\LutzWi00",33,"Y","N","Home",0.824,0,2,37.53,0.851,"DOME"
"1391","17090","Justin Tucker\TuckJu00",23,"Y","N","Away",0.974,0,5,41.95,0.87,"DOME"
"1401","17090","Matt Bryant\bryanmat01",33,"Y","N","Away",0.919,0,10,37.3,0.831,"NOT DOME"
"1411","17090","Andrew Franks\FranAn01",30,"Y","N","Home",0.762,0,5,32.86,0.897,"NOT DOME"
"1421","17090","Nick Novak\novaknic01",27,"Y","N","Home",0.854,0,0,36.78,0.842,"DOME"
"1431","17090","Stephen Gostkowski\GostSt20",46,"Y","N","Home",0.844,0,9,37.16,0.804,"NOT DOME"
"1441","17090","Dan Bailey\BailDa00",44,"Y","N","Away",0.844,0,2,38.41,0.821,"NOT DOME"
"1451","17090","Dan Carpenter\CarpDa44",40,"Y","N","Home",0.76,0,9,36.16,0.828,"NOT DOME"
"1471","17090","Connor Barth\barthco01",32,"Y","N","Home",0.783,0,1,35.35,0.824,"NOT DOME"
"1481","17090","Steven Hauschka\HausSt00",42,"Y","N","Home",0.892,0,1,34.14,0.877,"NOT DOME"
"1491","17090","Dustin Hopkins\HopkDu00",50,"Y","N","Home",0.81,0,0,36.9,0.713,"NOT DOME"
"1501","17090","Andrew Franks\FranAn01",24,"N","Y","Home",0.762,0,2,32.86,0.843,"NOT DOME"
"1511","17090","Adam Vinatieri\vinatada01",41,"Y","N","Away",0.871,0,16,43.16,0.804,"NOT DOME"
"1521","17090","Graham Gano\GanoGr44",42,"Y","N","Away",0.789,0,7,40.61,0.84,"NOT DOME"
"1531","17090","Cody Parkey\ParkCo03",37,"Y","N","Away",0.8,0,4,37.6,0.899,"NOT DOME"
"1541","17090","Mason Crosby\CrosMa20",37,"Y","N","Home",0.867,0,1,35.4,0.877,"NOT DOME"
"1551","17090","Phil Dawson\dawsophi01",48,"Y","N","Away",0.857,0,5,40.33,0.897,"NOT DOME"
"1561","17090","Mike Nugent\nugenmik01",25,"Y","N","Away",0.793,0,10,35.17,0.871,"NOT DOME"
"1571","17090","Cairo Santos\SantCa01",22,"Y","N","Away",0.886,0,20,35.63,0.842,"DOME"
"1581","17090","Wil Lutz\LutzWi00",52,"Y","N","Home",0.824,0,9,37.53,0.828,"NOT DOME"
"1591","17090","Justin Tucker\TuckJu00",39,"Y","N","Away",0.974,0,3,41.95,0.81,"NOT DOME"
"1601","17090","Connor Barth\barthco01",36,"Y","N","Home",0.783,0,1,35.35,0.877,"NOT DOME"
"1611","17090","Caleb Sturgis\SturCa00",38,"Y","N","Away",0.854,0,5,37.63,0.897,"NOT DOME"
"1621","17090","Andrew Franks\FranAn01",23,"Y","N","Home",0.762,0,9,32.86,0.804,"NOT DOME"
"1631","17090","Stephen Gostkowski\GostSt20",31,"Y","N","Home",0.844,0,2,37.16,0.846,"NOT DOME"
"1641","17090","Sebastian Janikowski\janikseb01",52,"N","N","Home",0.829,0,9,38.54,0.828,"NOT DOME"
"1651","17090","Dan Bailey\BailDa00",22,"Y","N","Away",0.844,0,1,38.41,0.824,"NOT DOME"
"1671","17090","Matt Prater\PratMa20",34,"Y","N","Home",0.861,0,8,40.17,0.84,"NOT DOME"
"1681","17090","Steven Hauschka\HausSt00",29,"N","N","Home",0.892,0,1,34.14,0.877,"NOT DOME"
"1691","17090","Andrew Franks\FranAn01",50,"N","N","Home",0.762,0,5,32.86,0.897,"NOT DOME"
"1701","17090","Adam Vinatieri\vinatada01",37,"Y","N","Away",0.871,0,0,43.16,0.713,"NOT DOME"
"1711","17090","Nick Novak\novaknic01",33,"Y","N","Home",0.854,0,7,36.78,0.831,"NOT DOME"
"1721","17090","Mason Crosby\CrosMa20",43,"Y","N","Home",0.867,0,16,35.4,0.804,"NOT DOME"
"1731","17090","Wil Lutz\LutzWi00",53,"N","N","Home",0.824,0,10,37.53,0.871,"NOT DOME"
"1741","17090","Phil Dawson\dawsophi01",47,"Y","N","Away",0.857,0,15,40.33,0.858,"DOME"
"1751","17090","Jason Myers\MyerJa00",30,"Y","N","Away",0.794,0,5,42.82,0.87,"DOME"
"1761","17090","Cairo Santos\SantCa01",44,"Y","N","Away",0.886,0,10,35.63,0.831,"NOT DOME"
"1771","17090","Justin Tucker\TuckJu00",35,"Y","N","Away",0.974,0,5,41.95,0.897,"NOT DOME"
"1781","17090","Connor Barth\barthco01",24,"Y","N","Home",0.783,0,0,35.35,0.842,"DOME"
"1791","17090","Caleb Sturgis\SturCa00",28,"Y","N","Away",0.854,0,20,37.63,0.842,"DOME"
"1801","17090","Dustin Hopkins\HopkDu00",32,"Y","N","Home",0.81,0,9,36.9,0.828,"NOT DOME"
"1811","17090","Andrew Franks\FranAn01",30,"Y","N","Home",0.762,0,3,32.86,0.81,"NOT DOME"
"1821","17090","Ryan Succop\SuccRy44",58,"N","N","Home",0.917,0,11,39.33,0.859,"NOT DOME"
"1831","17090","Sebastian Janikowski\janikseb01",46,"Y","N","Home",0.829,0,1,38.54,0.877,"NOT DOME"
"1841","17090","Cody Parkey\ParkCo03",45,"Y","N","Away",0.8,0,9,37.6,0.804,"NOT DOME"
"1851","17090","Dan Bailey\BailDa00",32,"Y","N","Away",0.844,0,2,38.41,0.846,"NOT DOME"
"1861","17090","Phil Dawson\dawsophi01",33,"Y","N","Away",0.857,0,1,40.33,0.813,"NOT DOME"
"1871","17090","Steven Hauschka\HausSt00",44,"Y","N","Home",0.892,0,16,34.14,0.804,"NOT DOME"
"1881","17090","Adam Vinatieri\vinatada01",36,"Y","N","Away",0.871,0,7,43.16,0.84,"NOT DOME"
"1891","17087","Josh Lambo\LambJo00",32,"Y","N","Home",0.813,0,6,36.38,0.814,"NOT DOME"
"1901","17087","Brandon McManus\McMaBr01",46,"Y","N","Away",0.853,0,8,37.88,0.84,"NOT DOME"
"1911","17087","Josh Lambo\LambJo00",21,"Y","N","Home",0.813,0,4,36.38,0.899,"NOT DOME"
"1921","17087","Brandon McManus\McMaBr01",29,"Y","N","Away",0.853,0,1,37.88,0.877,"NOT DOME"
"1931","17087","Josh Lambo\LambJo00",31,"Y","N","Home",0.813,0,5,36.38,0.897,"NOT DOME"
"1941","17087","Brandon McManus\McMaBr01",56,"N","N","Away",0.853,0,9,37.88,0.813,"NOT DOME"
"1951","17087","Josh Lambo\LambJo00",37,"Y","N","Home",0.813,0,9,36.38,0.813,"NOT DOME"
"1961","17084","Roberto Aguayo\AguaRo00",35,"Y","N","Away",0.71,0,4,36.68,0.799,"NOT DOME"
"1971","17084","Roberto Aguayo\AguaRo00",46,"N","N","Away",0.71,0,9,36.68,0.868,"NOT DOME"
"1981","17084","Roberto Aguayo\AguaRo00",33,"N","N","Away",0.71,0,4,36.68,0.899,"NOT DOME"
"1991","17084","Roberto Aguayo\AguaRo00",38,"Y","N","Away",0.71,0,4,36.68,0.899,"NOT DOME"
"2001","17084","Roberto Aguayo\AguaRo00",35,"Y","N","Away",0.71,0,4,36.68,0.899,"NOT DOME"
"2011","17084","Graham Gano\GanoGr44",43,"N","N","Home",0.789,0,4,40.61,0.899,"NOT DOME"
"2021","17083","Adam Vinatieri\vinatada01",26,"Y","N","Home",0.871,0,9,43.16,0.828,"NOT DOME"
"2031","17083","Nick Novak\novaknic01",51,"N","N","Away",0.854,0,1,36.78,0.824,"DOME"
"2041","17083","Sebastian Janikowski\janikseb01",50,"N","N","Home",0.829,0,18,38.54,0.844,"NOT DOME"
"2051","17083","Nick Folk\FolkNi20",35,"Y","N","Away",0.871,0,1,33.97,0.877,"NOT DOME"
"2071","17083","Connor Barth\barthco01",24,"Y","N","Away",0.783,0,20,35.35,0.842,"NOT DOME"
"2081","17083","Caleb Sturgis\SturCa00",49,"Y","N","Away",0.854,0,11,37.63,0.859,"DOME"
"2091","17083","Dustin Hopkins\HopkDu00",56,"N","N","Away",0.81,0,5,36.9,0.87,"NOT DOME"
"2101","17083","Brandon McManus\McMaBr01",45,"Y","N","Home",0.853,0,0,37.88,0.842,"NOT DOME"
"2111","17083","Sebastian Janikowski\janikseb01",48,"Y","N","Home",0.829,0,9,38.54,0.804,"NOT DOME"
"2121","17083","Mason Crosby\CrosMa20",44,"Y","N","Home",0.867,0,2,35.4,0.846,"NOT DOME"
"2131","17083","Chris Boswell\BoswCh00",47,"Y","N","Home",0.84,0,7,40.64,0.8,"NOT DOME"
"2141","17083","Blair Walsh\WalsBl00",19,"Y","N","Home",0.75,0,1,38.88,0.813,"NOT DOME"
"2151","17083","Matt Prater\PratMa20",29,"Y","N","Home",0.861,0,1,40.17,0.784,"NOT DOME"
"2161","17083","Greg Zuerlein\ZuerGr00",37,"Y","N","Home",0.864,0,9,38.68,0.828,"NOT DOME"
"2171","17083","Adam Vinatieri\vinatada01",54,"Y","N","Home",0.871,0,3,43.16,0.81,"DOME"
"2181","17083","Greg Zuerlein\ZuerGr00",22,"Y","N","Home",0.864,0,1,38.68,0.824,"NOT DOME"
"2191","17083","Matt Bryant\bryanmat01",33,"Y","N","Away",0.919,0,12,37.3,0.808,"NOT DOME"
"2201","17083","Connor Barth\barthco01",49,"Y","N","Away",0.783,0,18,35.35,0.844,"NOT DOME"
"2211","17083","Caleb Sturgis\SturCa00",50,"Y","N","Away",0.854,0,9,37.63,0.813,"NOT DOME"
"2221","17083","Nick Novak\novaknic01",38,"Y","N","Away",0.854,0,0,36.78,0.713,"NOT DOME"
"2231","17083","Stephen Gostkowski\GostSt20",50,"N","N","Away",0.844,0,7,37.16,0.831,"NOT DOME"
"2241","17083","Brandon McManus\McMaBr01",35,"Y","N","Home",0.853,0,9,37.88,0.828,"NOT DOME"
"2251","17083","Sebastian Janikowski\janikseb01",26,"Y","N","Home",0.829,0,2,38.54,0.851,"DOME"
"2261","17083","Nick Folk\FolkNi20",48,"Y","N","Away",0.871,0,5,33.97,0.87,"NOT DOME"
"2281","17083","Dustin Hopkins\HopkDu00",27,"Y","N","Away",0.81,0,10,36.9,0.831,"DOME"
"2291","17083","Adam Vinatieri\vinatada01",41,"Y","N","Home",0.871,0,0,43.16,0.842,"NOT DOME"
"2301","17083","Ryan Succop\SuccRy44",40,"Y","N","Away",0.917,0,7,39.33,0.8,"NOT DOME"
"2311","17083","Josh Lambo\LambJo00",36,"Y","N","Away",0.813,0,2,36.38,0.821,"NOT DOME"
"2321","17083","Mason Crosby\CrosMa20",33,"Y","N","Home",0.867,0,20,35.4,0.842,"DOME"
"2331","17083","Greg Zuerlein\ZuerGr00",32,"Y","N","Home",0.864,0,2,38.68,0.845,"NOT DOME"
"2341","17083","Adam Vinatieri\vinatada01",53,"Y","N","Home",0.871,0,3,43.16,0.81,"NOT DOME"
"2351","17083","Sebastian Janikowski\janikseb01",20,"Y","N","Home",0.829,0,5,38.54,0.87,"NOT DOME"
"2361","17083","Justin Tucker\TuckJu00",31,"Y","N","Home",0.974,0,9,41.95,0.813,"NOT DOME"
"2371","17083","Matt Bryant\bryanmat01",25,"Y","N","Away",0.919,0,9,37.3,0.804,"NOT DOME"
"2381","17083","Connor Barth\barthco01",49,"N","N","Away",0.783,0,7,35.35,0.8,"NOT DOME"
"2391","17083","Caleb Sturgis\SturCa00",33,"Y","N","Away",0.854,0,9,37.63,0.828,"DOME"
"2401","17083","Andrew Franks\FranAn01",24,"Y","N","Home",0.762,0,7,32.86,0.84,"DOME"
"2411","17083","Nick Novak\novaknic01",30,"Y","N","Away",0.854,0,1,36.78,0.824,"NOT DOME"
"2421","17083","Stephen Gostkowski\GostSt20",31,"Y","N","Away",0.844,0,12,37.16,0.808,"NOT DOME"
"2431","17083","Brandon McManus\McMaBr01",46,"Y","N","Home",0.853,0,18,37.88,0.844,"NOT DOME"
"2441","17083","Sebastian Janikowski\janikseb01",56,"Y","N","Home",0.829,0,1,38.54,0.877,"NOT DOME"
