"","Month","Date","Team","HomeAway","Opponent","Score","Name","Distance","Made","Location","Dome","SeasonAvg","YearsExp","AverageDist","CareerAvg"
"382",3,"2016-11-13","WAS","Home","MIN","W 26-20","Dustin Hopkins\HopkDu00",28,"Y","WAS","Not Dome",0.81,2,36.9,0.845
"383",3,"2016-11-13","SEA","Away","NWE","W 31-24","Steven Hauschka\HausSt00",31,"Y","NWE","Not Dome",0.892,9,34.14,0.868
"384",3,"2016-11-13","LAR","Away","NYJ","W 9-6","Greg Zuerlein\ZuerGr00",34,"Y","NYJ","Not Dome",0.864,4,38.68,0.799
"385",3,"2016-11-13","PHI","Home","ATL","W 24-15","Caleb Sturgis\SturCa00",29,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"386",3,"2016-11-13","ATL","Away","PHI","L 15-24","Matt Bryant\bryanmat01",46,"Y","PHI","Not Dome",0.919,15,37.3,0.858
"387",3,"2016-11-13","JAX","Home","HOU","L 21-24","Jason Myers\MyerJa00",44,"Y","JAX","Not Dome",0.794,1,42.82,0.824
"388",3,"2016-11-13","SFO","Away","ARI","L 20-23","Phil Dawson\dawsophi01",53,"Y","ARI","Dome",0.857,18,40.33,0.844
"389",3,"2016-11-13","CAR","Home","KAN","L 17-20","Graham Gano\GanoGr44",42,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"390",3,"2016-11-13","KAN","Away","CAR","W 20-17","Cairo Santos\SantCa01",47,"Y","CAR","Not Dome",0.886,2,35.63,0.843
"391",3,"2016-11-13","HOU","Away","JAX","W 24-21","Nick Novak\novaknic01",49,"N","JAX","Not Dome",0.854,9,36.78,0.828
"392",3,"2016-11-13","WAS","Home","MIN","W 26-20","Dustin Hopkins\HopkDu00",30,"Y","WAS","Not Dome",0.81,2,36.9,0.845
"393",3,"2016-11-13","ATL","Away","PHI","L 15-24","Matt Bryant\bryanmat01",38,"Y","PHI","Not Dome",0.919,15,37.3,0.858
"394",3,"2016-11-13","ARI","Home","SFO","W 23-20","Chandler Catanzaro\CataCh00",34,"Y","ARI","Dome",0.75,2,39.07,0.851
"395",3,"2016-11-13","PIT","Home","DAL","L 30-35","Chris Boswell\BoswCh00",55,"N","PIT","Not Dome",0.84,1,40.64,0.877
"396",3,"2016-11-13","DAL","Away","PIT","W 35-30","Dan Bailey\BailDa00",53,"Y","PIT","Not Dome",0.844,5,38.41,0.897
"397",3,"2016-11-13","TAM","Home","CHI","W 36-10","Roberto Aguayo\AguaRo00",27,"Y","TAM","Not Dome",0.71,0,36.68,0.713
"398",3,"2016-11-13","NWE","Home","SEA","L 24-31","Stephen Gostkowski\GostSt20",30,"Y","NWE","Not Dome",0.844,10,37.16,0.871
"399",3,"2016-11-13","DEN","Away","NOR","W 25-23","Brandon McManus\McMaBr01",28,"Y","NOR","Dome",0.853,2,37.88,0.821
"400",3,"2016-11-13","CHI","Away","TAM","L 10-36","Connor Barth\barthco01",54,"Y","TAM","Not Dome",0.783,7,35.35,0.84
"401",3,"2016-11-13","SEA","Away","NWE","W 31-24","Steven Hauschka\HausSt00",23,"Y","NWE","Not Dome",0.892,9,34.14,0.868
"402",3,"2016-11-13","PHI","Home","ATL","W 24-15","Caleb Sturgis\SturCa00",55,"N","PHI","Not Dome",0.854,3,37.63,0.81
"403",3,"2016-11-13","KAN","Away","CAR","W 20-17","Cairo Santos\SantCa01",33,"Y","CAR","Not Dome",0.886,2,35.63,0.843
"404",3,"2016-11-13","HOU","Away","JAX","W 24-21","Nick Novak\novaknic01",51,"Y","JAX","Not Dome",0.854,9,36.78,0.828
"405",3,"2016-11-13","WAS","Home","MIN","W 26-20","Dustin Hopkins\HopkDu00",50,"Y","WAS","Not Dome",0.81,2,36.9,0.845
"406",3,"2016-11-13","SEA","Away","NWE","W 31-24","Steven Hauschka\HausSt00",27,"Y","NWE","Not Dome",0.892,9,34.14,0.868
"407",3,"2016-11-13","LAR","Away","NYJ","W 9-6","Greg Zuerlein\ZuerGr00",38,"Y","NYJ","Not Dome",0.864,4,38.68,0.799
"408",3,"2016-11-13","PHI","Home","ATL","W 24-15","Caleb Sturgis\SturCa00",44,"N","PHI","Not Dome",0.854,3,37.63,0.81
"409",3,"2016-11-13","ATL","Away","PHI","L 15-24","Matt Bryant\bryanmat01",53,"N","PHI","Not Dome",0.919,15,37.3,0.858
"410",3,"2016-11-13","JAX","Home","HOU","L 21-24","Jason Myers\MyerJa00",54,"Y","JAX","Not Dome",0.794,1,42.82,0.824
"411",3,"2016-11-13","SFO","Away","ARI","L 20-23","Phil Dawson\dawsophi01",49,"Y","ARI","Dome",0.857,18,40.33,0.844
"412",3,"2016-11-13","TEN","Home","GNB","W 47-25","Ryan Succop\SuccRy44",23,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"413",3,"2016-11-13","MIA","Away","SDG","W 31-24","Andrew Franks\FranAn01",27,"Y","SDG","Not Dome",0.762,1,32.86,0.784
"414",3,"2016-11-13","ARI","Home","SFO","W 23-20","Chandler Catanzaro\CataCh00",19,"Y","ARI","Dome",0.75,2,39.07,0.851
"415",3,"2016-11-13","PIT","Home","DAL","L 30-35","Chris Boswell\BoswCh00",39,"Y","PIT","Not Dome",0.84,1,40.64,0.877
"416",3,"2016-11-13","DAL","Away","PIT","W 35-30","Dan Bailey\BailDa00",37,"Y","PIT","Not Dome",0.844,5,38.41,0.897
"417",3,"2016-11-13","NOR","Home","DEN","L 23-25","Wil Lutz\LutzWi00",30,"Y","NOR","Dome",0.824,0,37.53,0.842
"418",3,"2016-11-13","TAM","Home","CHI","W 36-10","Roberto Aguayo\AguaRo00",30,"Y","TAM","Not Dome",0.71,0,36.68,0.713
"419",3,"2016-11-13","GNB","Away","TEN","L 25-47","Mason Crosby\CrosMa20",38,"Y","TEN","Not Dome",0.867,9,35.4,0.804
"420",3,"2016-11-13","SDG","Home","MIA","L 24-31","Josh Lambo\LambJo00",45,"Y","SDG","Not Dome",0.813,1,36.38,0.813
"421",3,"2016-11-13","DEN","Away","NOR","W 25-23","Brandon McManus\McMaBr01",42,"N","NOR","Dome",0.853,2,37.88,0.821
"422",3,"2016-11-13","SEA","Away","NWE","W 31-24","Steven Hauschka\HausSt00",41,"Y","NWE","Not Dome",0.892,9,34.14,0.868
"423",3,"2016-11-13","PHI","Home","ATL","W 24-15","Caleb Sturgis\SturCa00",25,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"424",3,"2016-11-13","KAN","Away","CAR","W 20-17","Cairo Santos\SantCa01",36,"Y","CAR","Not Dome",0.886,2,35.63,0.843
"425",3,"2016-11-13","HOU","Away","JAX","W 24-21","Nick Novak\novaknic01",50,"N","JAX","Not Dome",0.854,9,36.78,0.828
"426",3,"2016-11-13","WAS","Home","MIN","W 26-20","Dustin Hopkins\HopkDu00",37,"Y","WAS","Not Dome",0.81,2,36.9,0.845
"427",3,"2016-11-13","LAR","Away","NYJ","W 9-6","Greg Zuerlein\ZuerGr00",20,"Y","NYJ","Not Dome",0.864,4,38.68,0.799
"428",3,"2016-11-13","ATL","Away","PHI","L 15-24","Matt Bryant\bryanmat01",43,"Y","PHI","Not Dome",0.919,15,37.3,0.858
"429",3,"2016-11-13","PIT","Home","DAL","L 30-35","Chris Boswell\BoswCh00",25,"Y","PIT","Not Dome",0.84,1,40.64,0.877
"430",3,"2016-11-13","DAL","Away","PIT","W 35-30","Dan Bailey\BailDa00",46,"Y","PIT","Not Dome",0.844,5,38.41,0.897
"431",3,"2016-11-13","TEN","Home","GNB","W 47-25","Ryan Succop\SuccRy44",51,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"432",3,"2016-11-13","DEN","Away","NOR","W 25-23","Brandon McManus\McMaBr01",37,"Y","NOR","Dome",0.853,2,37.88,0.821
"433",3,"2016-11-13","PHI","Home","ATL","W 24-15","Caleb Sturgis\SturCa00",48,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"434",3,"2016-11-13","ARI","Home","SFO","W 23-20","Chandler Catanzaro\CataCh00",39,"Y","ARI","Dome",0.75,2,39.07,0.851
"435",3,"2016-11-13","GNB","Away","TEN","L 25-47","Mason Crosby\CrosMa20",29,"Y","TEN","Not Dome",0.867,9,35.4,0.804
"436",3,"2016-11-13","KAN","Away","CAR","W 20-17","Cairo Santos\SantCa01",37,"Y","CAR","Not Dome",0.886,2,35.63,0.843
"437",3,"2016-11-10","BAL","Home","CLE","W 28-7","Justin Tucker\TuckJu00",40,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"438",3,"2016-11-10","BAL","Home","CLE","W 28-7","Justin Tucker\TuckJu00",25,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"439",3,"2016-11-07","BUF","Away","SEA","L 25-31","Dan Carpenter\CarpDa44",31,"Y","SEA","Not Dome",0.76,8,36.16,0.84
"440",3,"2016-11-07","SEA","Home","BUF","W 31-25","Steven Hauschka\HausSt00",49,"Y","SEA","Not Dome",0.892,9,34.14,0.868
"441",3,"2016-11-07","BUF","Away","SEA","L 25-31","Dan Carpenter\CarpDa44",54,"N","SEA","Not Dome",0.76,8,36.16,0.84
"442",3,"2016-11-06","DET","Away","MIN","W 22-16","Matt Prater\PratMa20",58,"Y","MIN","Dome",0.861,10,40.17,0.831
"443",3,"2016-11-06","GNB","Home","IND","L 26-31","Mason Crosby\CrosMa20",34,"Y","GNB","Not Dome",0.867,9,35.4,0.804
"444",3,"2016-11-06","OAK","Home","DEN","W 30-20","Sebastian Janikowski\janikseb01",24,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"445",3,"2016-11-06","LAR","Home","CAR","L 10-13","Greg Zuerlein\ZuerGr00",25,"Y","LAR","Not Dome",0.864,4,38.68,0.799
"446",3,"2016-11-06","PHI","Away","NYG","L 23-28","Caleb Sturgis\SturCa00",26,"Y","NYG","Not Dome",0.854,3,37.63,0.81
"447",3,"2016-11-06","SFO","Home","NOR","L 23-41","Phil Dawson\dawsophi01",48,"Y","SFO","Not Dome",0.857,18,40.33,0.844
"448",3,"2016-11-06","CLE","Home","DAL","L 10-35","Cody Parkey\ParkCo03",31,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"449",3,"2016-11-06","CAR","Away","LAR","W 13-10","Graham Gano\GanoGr44",48,"N","LAR","Not Dome",0.789,7,40.61,0.8
"450",3,"2016-11-06","KAN","Home","JAX","W 19-14","Cairo Santos\SantCa01",51,"Y","KAN","Not Dome",0.886,2,35.63,0.843
"451",3,"2016-11-06","MIA","Home","NYJ","W 27-23","Andrew Franks\FranAn01",33,"Y","MIA","Not Dome",0.762,1,32.86,0.784
"452",3,"2016-11-06","BAL","Home","PIT","W 21-14","Justin Tucker\TuckJu00",42,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"453",3,"2016-11-06","NYJ","Away","MIA","L 23-27","Nick Folk\FolkNi20",21,"Y","MIA","Not Dome",0.871,9,33.97,0.813
"454",3,"2016-11-06","NOR","Away","SFO","W 41-23","Wil Lutz\LutzWi00",55,"N","SFO","Not Dome",0.824,0,37.53,0.842
"455",3,"2016-11-06","GNB","Home","IND","L 26-31","Mason Crosby\CrosMa20",27,"Y","GNB","Not Dome",0.867,9,35.4,0.804
"456",3,"2016-11-06","SDG","Home","TEN","W 43-35","Josh Lambo\LambJo00",23,"Y","SDG","Not Dome",0.813,1,36.38,0.813
"457",3,"2016-11-06","OAK","Home","DEN","W 30-20","Sebastian Janikowski\janikseb01",48,"N","OAK","Not Dome",0.829,16,38.54,0.804
"458",3,"2016-11-06","DEN","Away","OAK","L 20-30","Brandon McManus\McMaBr01",44,"Y","OAK","Not Dome",0.853,2,37.88,0.821
"459",3,"2016-11-06","DET","Away","MIN","W 22-16","Matt Prater\PratMa20",53,"Y","MIN","Dome",0.861,10,40.17,0.831
"460",3,"2016-11-06","CAR","Away","LAR","W 13-10","Graham Gano\GanoGr44",37,"Y","LAR","Not Dome",0.789,7,40.61,0.8
"461",3,"2016-11-06","KAN","Home","JAX","W 19-14","Cairo Santos\SantCa01",36,"Y","KAN","Not Dome",0.886,2,35.63,0.843
"462",3,"2016-11-06","LAR","Home","CAR","L 10-13","Greg Zuerlein\ZuerGr00",55,"N","LAR","Not Dome",0.864,4,38.68,0.799
"464",3,"2016-11-06","SFO","Home","NOR","L 23-41","Phil Dawson\dawsophi01",49,"Y","SFO","Not Dome",0.857,18,40.33,0.844
"465",3,"2016-11-06","KAN","Home","JAX","W 19-14","Cairo Santos\SantCa01",26,"Y","KAN","Not Dome",0.886,2,35.63,0.843
"466",3,"2016-11-06","BAL","Home","PIT","W 21-14","Justin Tucker\TuckJu00",49,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"467",3,"2016-11-06","NYJ","Away","MIA","L 23-27","Nick Folk\FolkNi20",23,"Y","MIA","Not Dome",0.871,9,33.97,0.813
"468",3,"2016-11-06","MIA","Home","NYJ","W 27-23","Andrew Franks\FranAn01",33,"Y","MIA","Not Dome",0.762,1,32.86,0.784
"469",3,"2016-11-06","KAN","Home","JAX","W 19-14","Cairo Santos\SantCa01",51,"Y","KAN","Not Dome",0.886,2,35.63,0.843
"470",3,"2016-11-06","CAR","Away","LAR","W 13-10","Graham Gano\GanoGr44",48,"N","LAR","Not Dome",0.789,7,40.61,0.8
"471",3,"2016-11-06","CLE","Home","DAL","L 10-35","Cody Parkey\ParkCo03",31,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"472",3,"2016-11-06","SFO","Home","NOR","L 23-41","Phil Dawson\dawsophi01",48,"Y","SFO","Not Dome",0.857,18,40.33,0.844
"473",3,"2016-11-06","PHI","Away","NYG","L 23-28","Caleb Sturgis\SturCa00",26,"Y","NYG","Not Dome",0.854,3,37.63,0.81
"474",3,"2016-11-06","LAR","Home","CAR","L 10-13","Greg Zuerlein\ZuerGr00",25,"Y","LAR","Not Dome",0.864,4,38.68,0.799
"475",3,"2016-11-06","OAK","Home","DEN","W 30-20","Sebastian Janikowski\janikseb01",24,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"476",3,"2016-11-06","GNB","Home","IND","L 26-31","Mason Crosby\CrosMa20",34,"Y","GNB","Not Dome",0.867,9,35.4,0.804
"477",3,"2016-11-06","DET","Away","MIN","W 22-16","Matt Prater\PratMa20",58,"Y","MIN","Dome",0.861,10,40.17,0.831
"478",3,"2016-11-03","ATL","Away","TAM","W 43-28","Matt Bryant\bryanmat01",41,"Y","TAM","Not Dome",0.919,15,37.3,0.858
"479",3,"2016-11-03","ATL","Away","TAM","W 43-28","Matt Bryant\bryanmat01",50,"Y","TAM","Not Dome",0.919,15,37.3,0.858
"480",3,"2016-11-03","ATL","Away","TAM","W 43-28","Matt Bryant\bryanmat01",29,"Y","TAM","Not Dome",0.919,15,37.3,0.858
"481",2,"2016-10-31","CHI","Home","MIN","W 20-10","Connor Barth\barthco01",28,"Y","CHI","Not Dome",0.783,7,35.35,0.84
"482",2,"2016-10-31","CHI","Home","MIN","W 20-10","Connor Barth\barthco01",30,"Y","CHI","Not Dome",0.783,7,35.35,0.84
"483",2,"2016-10-30","KAN","Away","IND","W 30-14","Cairo Santos\SantCa01",44,"Y","IND","Dome",0.886,2,35.63,0.843
"484",2,"2016-10-30","CAR","Home","ARI","W 30-20","Graham Gano\GanoGr44",52,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"485",2,"2016-10-30","CLE","Home","NYJ","L 28-31","Cody Parkey\ParkCo03",41,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"486",2,"2016-10-30","TAM","Home","OAK","L 24-30","Roberto Aguayo\AguaRo00",41,"Y","TAM","Not Dome",0.71,0,36.68,0.713
"487",2,"2016-10-30","DAL","Home","PHI","W 29-23","Dan Bailey\BailDa00",49,"Y","DAL","Dome",0.844,5,38.41,0.897
"488",2,"2016-10-30","DET","Away","HOU","L 13-20","Matt Prater\PratMa20",49,"N","HOU","Dome",0.861,10,40.17,0.831
"489",2,"2016-10-30","WAS","Away","CIN","T 27-27","Dustin Hopkins\HopkDu00",40,"Y","CIN","Not Dome",0.81,2,36.9,0.845
"490",2,"2016-10-30","HOU","Home","DET","W 20-13","Nick Novak\novaknic01",33,"Y","HOU","Dome",0.854,9,36.78,0.828
"491",2,"2016-10-30","OAK","Away","TAM","W 30-24","Sebastian Janikowski\janikseb01",50,"N","TAM","Not Dome",0.829,16,38.54,0.804
"492",2,"2016-10-30","NOR","Home","SEA","W 25-20","Wil Lutz\LutzWi00",53,"Y","NOR","Dome",0.824,0,37.53,0.842
"493",2,"2016-10-30","NWE","Away","BUF","W 41-25","Stephen Gostkowski\GostSt20",32,"Y","BUF","Not Dome",0.844,10,37.16,0.871
"494",2,"2016-10-30","KAN","Away","IND","W 30-14","Cairo Santos\SantCa01",28,"N","IND","Dome",0.886,2,35.63,0.843
"495",2,"2016-10-30","DAL","Home","PHI","W 29-23","Dan Bailey\BailDa00",38,"Y","DAL","Dome",0.844,5,38.41,0.897
"496",2,"2016-10-30","BUF","Home","NWE","L 25-41","Dan Carpenter\CarpDa44",49,"N","BUF","Not Dome",0.76,8,36.16,0.84
"497",2,"2016-10-30","ATL","Home","GNB","W 33-32","Matt Bryant\bryanmat01",40,"Y","ATL","Dome",0.919,15,37.3,0.858
"498",2,"2016-10-30","PHI","Away","DAL","L 23-29","Caleb Sturgis\SturCa00",55,"Y","DAL","Dome",0.854,3,37.63,0.81
"499",2,"2016-10-30","WAS","Away","CIN","T 27-27","Dustin Hopkins\HopkDu00",20,"Y","CIN","Not Dome",0.81,2,36.9,0.845
"500",2,"2016-10-30","DEN","Home","SDG","W 27-19","Brandon McManus\McMaBr01",28,"Y","DEN","Not Dome",0.853,2,37.88,0.821
"501",2,"2016-10-30","CAR","Home","ARI","W 30-20","Graham Gano\GanoGr44",21,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"502",2,"2016-10-30","CLE","Home","NYJ","L 28-31","Cody Parkey\ParkCo03",27,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"503",2,"2016-10-30","DET","Away","HOU","L 13-20","Matt Prater\PratMa20",47,"Y","HOU","Dome",0.861,10,40.17,0.831
"504",2,"2016-10-30","SEA","Away","NOR","L 20-25","Steven Hauschka\HausSt00",44,"Y","NOR","Dome",0.892,9,34.14,0.868
"505",2,"2016-10-30","WAS","Away","CIN","T 27-27","Dustin Hopkins\HopkDu00",34,"N","CIN","Not Dome",0.81,2,36.9,0.845
"506",2,"2016-10-30","HOU","Home","DET","W 20-13","Nick Novak\novaknic01",36,"Y","HOU","Dome",0.854,9,36.78,0.828
"507",2,"2016-10-30","OAK","Away","TAM","W 30-24","Sebastian Janikowski\janikseb01",52,"N","TAM","Not Dome",0.829,16,38.54,0.804
"508",2,"2016-10-30","GNB","Away","ATL","L 32-33","Mason Crosby\CrosMa20",29,"Y","ATL","Dome",0.867,9,35.4,0.804
"509",2,"2016-10-30","NOR","Home","SEA","W 25-20","Wil Lutz\LutzWi00",21,"Y","NOR","Dome",0.824,0,37.53,0.842
"510",2,"2016-10-30","KAN","Away","IND","W 30-14","Cairo Santos\SantCa01",22,"Y","IND","Dome",0.886,2,35.63,0.843
"511",2,"2016-10-30","CAR","Home","ARI","W 30-20","Graham Gano\GanoGr44",43,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"512",2,"2016-10-30","DAL","Home","PHI","W 29-23","Dan Bailey\BailDa00",23,"Y","DAL","Dome",0.844,5,38.41,0.897
"513",2,"2016-10-30","PHI","Away","DAL","L 23-29","Caleb Sturgis\SturCa00",34,"Y","DAL","Dome",0.854,3,37.63,0.81
"514",2,"2016-10-30","WAS","Away","CIN","T 27-27","Dustin Hopkins\HopkDu00",55,"N","CIN","Not Dome",0.81,2,36.9,0.845
"515",2,"2016-10-30","OAK","Away","TAM","W 30-24","Sebastian Janikowski\janikseb01",31,"Y","TAM","Not Dome",0.829,16,38.54,0.804
"516",2,"2016-10-30","NOR","Home","SEA","W 25-20","Wil Lutz\LutzWi00",22,"Y","NOR","Dome",0.824,0,37.53,0.842
"517",2,"2016-10-30","CIN","Home","WAS","T 27-27","Mike Nugent\nugenmik01",51,"N","CIN","Not Dome",0.793,12,35.17,0.808
"518",2,"2016-10-30","DET","Away","HOU","L 13-20","Matt Prater\PratMa20",34,"Y","HOU","Dome",0.861,10,40.17,0.831
"519",2,"2016-10-30","SEA","Away","NOR","L 20-25","Steven Hauschka\HausSt00",21,"Y","NOR","Dome",0.892,9,34.14,0.868
"520",2,"2016-10-30","DEN","Home","SDG","W 27-19","Brandon McManus\McMaBr01",22,"Y","DEN","Not Dome",0.853,2,37.88,0.821
"521",2,"2016-10-30","NWE","Away","BUF","W 41-25","Stephen Gostkowski\GostSt20",51,"Y","BUF","Not Dome",0.844,10,37.16,0.871
"522",2,"2016-10-30","SDG","Away","DEN","L 19-27","Josh Lambo\LambJo00",45,"N","DEN","Not Dome",0.813,1,36.38,0.813
"523",2,"2016-10-30","KAN","Away","IND","W 30-14","Cairo Santos\SantCa01",33,"Y","IND","Dome",0.886,2,35.63,0.843
"524",2,"2016-10-30","NOR","Home","SEA","W 25-20","Wil Lutz\LutzWi00",41,"Y","NOR","Dome",0.824,0,37.53,0.842
"525",2,"2016-10-30","NYJ","Away","CLE","W 31-28","Nick Folk\FolkNi20",24,"Y","CLE","Not Dome",0.871,9,33.97,0.813
"526",2,"2016-10-30","BUF","Home","NWE","L 25-41","Dan Carpenter\CarpDa44",23,"Y","BUF","Not Dome",0.76,8,36.16,0.84
"527",2,"2016-10-30","ATL","Home","GNB","W 33-32","Matt Bryant\bryanmat01",36,"Y","ATL","Dome",0.919,15,37.3,0.858
"528",2,"2016-10-30","PHI","Away","DAL","L 23-29","Caleb Sturgis\SturCa00",30,"Y","DAL","Dome",0.854,3,37.63,0.81
"529",2,"2016-10-27","TEN","Home","JAX","W 36-22","Ryan Succop\SuccRy44",32,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"530",2,"2016-10-27","TEN","Home","JAX","W 36-22","Ryan Succop\SuccRy44",22,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"531",2,"2016-10-27","TEN","Home","JAX","W 36-22","Ryan Succop\SuccRy44",33,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"532",2,"2016-10-24","DEN","Home","HOU","W 27-9","Brandon McManus\McMaBr01",32,"Y","DEN","Not Dome",0.853,2,37.88,0.821
"533",2,"2016-10-24","HOU","Away","DEN","L 9-27","Nick Novak\novaknic01",43,"Y","DEN","Not Dome",0.854,9,36.78,0.828
"534",2,"2016-10-24","DEN","Home","HOU","W 27-9","Brandon McManus\McMaBr01",22,"Y","DEN","Not Dome",0.853,2,37.88,0.821
"535",2,"2016-10-24","HOU","Away","DEN","L 9-27","Nick Novak\novaknic01",29,"Y","DEN","Not Dome",0.854,9,36.78,0.828
"536",2,"2016-10-24","HOU","Away","DEN","L 9-27","Nick Novak\novaknic01",43,"Y","DEN","Not Dome",0.854,9,36.78,0.828
"537",2,"2016-10-23","OAK","Away","JAX","W 33-16","Sebastian Janikowski\janikseb01",44,"Y","JAX","Not Dome",0.829,16,38.54,0.804
"538",2,"2016-10-23","PIT","Home","NWE","L 16-27","Chris Boswell\BoswCh00",54,"N","PIT","Not Dome",0.84,1,40.64,0.877
"539",2,"2016-10-23","SFO","Home","TAM","L 17-34","Phil Dawson\dawsophi01",28,"Y","SFO","Not Dome",0.857,18,40.33,0.844
"540",2,"2016-10-23","CIN","Home","CLE","W 31-17","Mike Nugent\nugenmik01",36,"Y","CIN","Not Dome",0.793,12,35.17,0.808
"541",2,"2016-10-23","JAX","Home","OAK","L 16-33","Jason Myers\MyerJa00",23,"Y","JAX","Not Dome",0.794,1,42.82,0.824
"542",2,"2016-10-23","SEA","Away","ARI","T 6-6","Steven Hauschka\HausSt00",28,"N","ARI","Dome",0.892,9,34.14,0.868
"543",2,"2016-10-23","SDG","Away","ATL","W 33-30","Josh Lambo\LambJo00",33,"Y","ATL","Dome",0.813,1,36.38,0.813
"544",2,"2016-10-23","KAN","Home","NOR","W 27-21","Cairo Santos\SantCa01",39,"Y","KAN","Not Dome",0.886,2,35.63,0.843
"545",2,"2016-10-23","NYJ","Home","BAL","W 24-16","Nick Folk\FolkNi20",22,"Y","NYJ","Not Dome",0.871,9,33.97,0.813
"546",2,"2016-10-23","BAL","Away","NYJ","L 16-24","Justin Tucker\TuckJu00",50,"Y","NYJ","Not Dome",0.974,4,41.95,0.899
"547",2,"2016-10-23","ATL","Home","SDG","L 30-33","Matt Bryant\bryanmat01",31,"Y","ATL","Dome",0.919,15,37.3,0.858
"548",2,"2016-10-23","PHI","Home","MIN","W 21-10","Caleb Sturgis\SturCa00",35,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"549",2,"2016-10-23","TEN","Home","IND","L 26-34","Ryan Succop\SuccRy44",48,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"550",2,"2016-10-23","OAK","Away","JAX","W 33-16","Sebastian Janikowski\janikseb01",26,"Y","JAX","Not Dome",0.829,16,38.54,0.804
"551",2,"2016-10-23","TAM","Away","SFO","W 34-17","Roberto Aguayo\AguaRo00",37,"Y","SFO","Not Dome",0.71,0,36.68,0.713
"552",2,"2016-10-23","PIT","Home","NWE","L 16-27","Chris Boswell\BoswCh00",46,"Y","PIT","Not Dome",0.84,1,40.64,0.877
"553",2,"2016-10-23","ARI","Home","SEA","T 6-6","Chandler Catanzaro\CataCh00",45,"Y","ARI","Dome",0.75,2,39.07,0.851
"554",2,"2016-10-23","DET","Home","WAS","W 20-17","Matt Prater\PratMa20",43,"Y","DET","Dome",0.861,10,40.17,0.831
"555",2,"2016-10-23","SEA","Away","ARI","T 6-6","Steven Hauschka\HausSt00",40,"Y","ARI","Dome",0.892,9,34.14,0.868
"556",2,"2016-10-23","MIA","Home","BUF","W 28-25","Andrew Franks\FranAn01",33,"Y","MIA","Not Dome",0.762,1,32.86,0.784
"557",2,"2016-10-23","IND","Away","TEN","W 34-26","Adam Vinatieri\vinatada01",28,"Y","TEN","Not Dome",0.871,20,43.16,0.842
"558",2,"2016-10-23","OAK","Away","JAX","W 33-16","Sebastian Janikowski\janikseb01",52,"Y","JAX","Not Dome",0.829,16,38.54,0.804
"559",2,"2016-10-23","SDG","Away","ATL","W 33-30","Josh Lambo\LambJo00",40,"Y","ATL","Dome",0.813,1,36.38,0.813
"560",2,"2016-10-23","CIN","Home","CLE","W 31-17","Mike Nugent\nugenmik01",45,"N","CIN","Not Dome",0.793,12,35.17,0.808
"561",2,"2016-10-23","JAX","Home","OAK","L 16-33","Jason Myers\MyerJa00",37,"Y","JAX","Not Dome",0.794,1,42.82,0.824
"562",2,"2016-10-23","ATL","Home","SDG","L 30-33","Matt Bryant\bryanmat01",42,"Y","ATL","Dome",0.919,15,37.3,0.858
"563",2,"2016-10-23","SDG","Away","ATL","W 33-30","Josh Lambo\LambJo00",42,"Y","ATL","Dome",0.813,1,36.38,0.813
"564",2,"2016-10-23","KAN","Home","NOR","W 27-21","Cairo Santos\SantCa01",41,"Y","KAN","Not Dome",0.886,2,35.63,0.843
"566",2,"2016-10-23","BUF","Away","MIA","L 25-28","Dan Carpenter\CarpDa44",29,"Y","MIA","Not Dome",0.76,8,36.16,0.84
"567",2,"2016-10-23","PIT","Home","NWE","L 16-27","Chris Boswell\BoswCh00",42,"N","PIT","Not Dome",0.84,1,40.64,0.877
"568",2,"2016-10-23","BAL","Away","NYJ","L 16-24","Justin Tucker\TuckJu00",49,"Y","NYJ","Not Dome",0.974,4,41.95,0.899
"570",2,"2016-10-23","ATL","Home","SDG","L 30-33","Matt Bryant\bryanmat01",58,"N","ATL","Dome",0.919,15,37.3,0.858
"571",2,"2016-10-23","PHI","Home","MIN","W 21-10","Caleb Sturgis\SturCa00",21,"Y","PHI","Not Dome",0.854,3,37.63,0.81
