"","Month","Date","Team","HomeAway","Opponent","Score","Name","Distance","Made","Location","Dome","SeasonAvg","YearsExp","AverageDist","CareerAvg"
"192",4,"2016-12-11","SFO","Home","NYJ","L 17-23","Phil Dawson\dawsophi01",44,"N","SFO","Not Dome",0.857,18,40.33,0.844
"193",4,"2016-12-11","PIT","Away","BUF","W 27-20","Chris Boswell\BoswCh00",37,"Y","BUF","Not Dome",0.84,1,40.64,0.877
"194",4,"2016-12-11","CAR","Home","SDG","W 28-16","Graham Gano\GanoGr44",44,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"195",4,"2016-12-11","IND","Home","HOU","L 17-22","Adam Vinatieri\vinatada01",55,"N","IND","Dome",0.871,20,43.16,0.842
"196",4,"2016-12-11","NOR","Away","TAM","L 11-16","Wil Lutz\LutzWi00",42,"Y","TAM","Not Dome",0.824,0,37.53,0.842
"197",4,"2016-12-11","GNB","Home","SEA","W 38-10","Mason Crosby\CrosMa20",38,"Y","GNB","Not Dome",0.867,9,35.4,0.804
"198",4,"2016-12-11","CLE","Home","CIN","L 10-23","Cody Parkey\ParkCo03",30,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"199",4,"2016-12-11","MIA","Home","ARI","W 26-23","Andrew Franks\FranAn01",21,"Y","MIA","Not Dome",0.762,1,32.86,0.784
"200",4,"2016-12-11","HOU","Away","IND","W 22-17","Nick Novak\novaknic01",41,"Y","IND","Dome",0.854,9,36.78,0.828
"201",4,"2016-12-11","PHI","Home","WAS","L 22-27","Caleb Sturgis\SturCa00",45,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"202",4,"2016-12-11","JAX","Home","MIN","L 16-25","Jason Myers\MyerJa00",41,"N","JAX","Not Dome",0.794,1,42.82,0.824
"203",4,"2016-12-11","CIN","Away","CLE","W 23-10","Mike Nugent\nugenmik01",44,"Y","CLE","Not Dome",0.793,12,35.17,0.808
"204",4,"2016-12-11","SFO","Home","NYJ","L 17-23","Phil Dawson\dawsophi01",47,"Y","SFO","Not Dome",0.857,18,40.33,0.844
"205",4,"2016-12-11","NYJ","Away","SFO","W 23-17","Nick Folk\FolkNi20",36,"Y","SFO","Not Dome",0.871,9,33.97,0.813
"206",4,"2016-12-11","TAM","Home","NOR","W 16-11","Roberto Aguayo\AguaRo00",39,"Y","TAM","Not Dome",0.71,0,36.68,0.713
"207",4,"2016-12-11","CAR","Home","SDG","W 28-16","Graham Gano\GanoGr44",23,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"208",4,"2016-12-11","SDG","Away","CAR","L 16-28","Josh Lambo\LambJo00",32,"Y","CAR","Not Dome",0.813,1,36.38,0.813
"209",4,"2016-12-11","HOU","Away","IND","W 22-17","Nick Novak\novaknic01",21,"Y","IND","Dome",0.854,9,36.78,0.828
"210",4,"2016-12-11","ARI","Away","MIA","L 23-26","Chandler Catanzaro\CataCh00",56,"Y","MIA","Not Dome",0.75,2,39.07,0.851
"211",4,"2016-12-11","JAX","Home","MIN","L 16-25","Jason Myers\MyerJa00",45,"Y","JAX","Not Dome",0.794,1,42.82,0.824
"212",4,"2016-12-11","DET","Home","CHI","W 20-17","Matt Prater\PratMa20",54,"Y","DET","Dome",0.861,10,40.17,0.831
"213",4,"2016-12-11","NOR","Away","TAM","L 11-16","Wil Lutz\LutzWi00",22,"Y","TAM","Not Dome",0.824,0,37.53,0.842
"214",4,"2016-12-11","CAR","Home","SDG","W 28-16","Graham Gano\GanoGr44",41,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"215",4,"2016-12-11","TEN","Home","DEN","W 13-10","Ryan Succop\SuccRy44",41,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"216",4,"2016-12-11","DEN","Away","TEN","L 10-13","Brandon McManus\McMaBr01",34,"Y","TEN","Not Dome",0.853,2,37.88,0.821
"217",4,"2016-12-11","IND","Home","HOU","L 17-22","Adam Vinatieri\vinatada01",32,"Y","IND","Dome",0.871,20,43.16,0.842
"218",4,"2016-12-11","WAS","Away","PHI","W 27-22","Dustin Hopkins\HopkDu00",38,"N","PHI","Not Dome",0.81,2,36.9,0.845
"219",4,"2016-12-11","PHI","Home","WAS","L 22-27","Caleb Sturgis\SturCa00",41,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"220",4,"2016-12-11","NYJ","Away","SFO","W 23-17","Nick Folk\FolkNi20",50,"Y","SFO","Not Dome",0.871,9,33.97,0.813
"221",4,"2016-12-11","GNB","Home","SEA","W 38-10","Mason Crosby\CrosMa20",51,"N","GNB","Not Dome",0.867,9,35.4,0.804
"222",4,"2016-12-11","HOU","Away","IND","W 22-17","Nick Novak\novaknic01",24,"Y","IND","Dome",0.854,9,36.78,0.828
"223",4,"2016-12-11","CHI","Away","DET","L 17-20","Connor Barth\barthco01",38,"Y","DET","Dome",0.783,7,35.35,0.84
"224",4,"2016-12-11","JAX","Home","MIN","L 16-25","Jason Myers\MyerJa00",24,"Y","JAX","Not Dome",0.794,1,42.82,0.824
"225",4,"2016-12-11","CIN","Away","CLE","W 23-10","Mike Nugent\nugenmik01",36,"N","CLE","Not Dome",0.793,12,35.17,0.808
"226",4,"2016-12-11","SFO","Home","NYJ","L 17-23","Phil Dawson\dawsophi01",48,"N","SFO","Not Dome",0.857,18,40.33,0.844
"227",4,"2016-12-11","PIT","Away","BUF","W 27-20","Chris Boswell\BoswCh00",39,"Y","BUF","Not Dome",0.84,1,40.64,0.877
"228",4,"2016-12-11","TAM","Home","NOR","W 16-11","Roberto Aguayo\AguaRo00",41,"Y","TAM","Not Dome",0.71,0,36.68,0.713
"229",4,"2016-12-11","CAR","Home","SDG","W 28-16","Graham Gano\GanoGr44",45,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"230",4,"2016-12-11","SEA","Away","GNB","L 10-38","Steven Hauschka\HausSt00",28,"Y","GNB","Not Dome",0.892,9,34.14,0.868
"231",4,"2016-12-11","ARI","Away","MIA","L 23-26","Chandler Catanzaro\CataCh00",41,"N","MIA","Not Dome",0.75,2,39.07,0.851
"232",4,"2016-12-11","DET","Home","CHI","W 20-17","Matt Prater\PratMa20",29,"Y","DET","Dome",0.861,10,40.17,0.831
"233",4,"2016-12-11","DAL","Away","NYG","L 7-10","Dan Bailey\BailDa00",55,"N","NYG","Not Dome",0.844,5,38.41,0.897
"234",4,"2016-12-11","NOR","Away","TAM","L 11-16","Wil Lutz\LutzWi00",34,"Y","TAM","Not Dome",0.824,0,37.53,0.842
"235",4,"2016-12-11","TEN","Home","DEN","W 13-10","Ryan Succop\SuccRy44",53,"Y","TEN","Not Dome",0.917,7,39.33,0.831
"236",4,"2016-12-08","OAK","Away","KAN","L 13-21","Sebastian Janikowski\janikseb01",33,"Y","KAN","Not Dome",0.829,16,38.54,0.804
"237",4,"2016-12-08","OAK","Away","KAN","L 13-21","Sebastian Janikowski\janikseb01",44,"Y","KAN","Not Dome",0.829,16,38.54,0.804
"238",4,"2016-12-05","IND","Away","NYJ","W 41-10","Adam Vinatieri\vinatada01",36,"Y","NYJ","Not Dome",0.871,20,43.16,0.842
"239",4,"2016-12-05","IND","Away","NYJ","W 41-10","Adam Vinatieri\vinatada01",53,"Y","NYJ","Not Dome",0.871,20,43.16,0.842
"240",4,"2016-12-05","NYJ","Home","IND","L 10-41","Nick Folk\FolkNi20",38,"Y","NYJ","Not Dome",0.871,9,33.97,0.813
"241",4,"2016-12-04","NWE","Home","LAR","W 26-10","Stephen Gostkowski\GostSt20",28,"Y","NWE","Not Dome",0.844,10,37.16,0.871
"242",4,"2016-12-04","DEN","Away","JAX","W 20-10","Brandon McManus\McMaBr01",41,"Y","JAX","Not Dome",0.853,2,37.88,0.821
"243",4,"2016-12-04","WAS","Away","ARI","L 23-31","Dustin Hopkins\HopkDu00",53,"Y","ARI","Dome",0.81,2,36.9,0.845
"244",4,"2016-12-04","SEA","Home","CAR","W 40-7","Steven Hauschka\HausSt00",37,"Y","SEA","Not Dome",0.892,9,34.14,0.868
"245",4,"2016-12-04","DET","Away","NOR","W 28-13","Matt Prater\PratMa20",32,"Y","NOR","Dome",0.861,10,40.17,0.831
"246",4,"2016-12-04","NOR","Home","DET","L 13-28","Wil Lutz\LutzWi00",40,"Y","NOR","Dome",0.824,0,37.53,0.842
"247",4,"2016-12-04","OAK","Home","BUF","W 38-24","Sebastian Janikowski\janikseb01",47,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"248",4,"2016-12-04","CHI","Home","SFO","W 26-6","Connor Barth\barthco01",45,"Y","CHI","Not Dome",0.783,7,35.35,0.84
"249",4,"2016-12-04","CIN","Home","PHI","W 32-14","Mike Nugent\nugenmik01",38,"Y","CIN","Not Dome",0.793,12,35.17,0.808
"250",4,"2016-12-04","TAM","Away","SDG","W 28-21","Roberto Aguayo\AguaRo00",35,"Y","SDG","Not Dome",0.71,0,36.68,0.713
"251",4,"2016-12-04","NWE","Home","LAR","W 26-10","Stephen Gostkowski\GostSt20",45,"Y","NWE","Not Dome",0.844,10,37.16,0.871
"252",4,"2016-12-04","ATL","Home","KAN","L 28-29","Matt Bryant\bryanmat01",22,"Y","ATL","Dome",0.919,15,37.3,0.858
"253",4,"2016-12-04","SEA","Home","CAR","W 40-7","Steven Hauschka\HausSt00",28,"Y","SEA","Not Dome",0.892,9,34.14,0.868
"254",4,"2016-12-04","ARI","Home","WAS","W 31-23","Chandler Catanzaro\CataCh00",53,"N","ARI","Dome",0.75,2,39.07,0.851
"255",4,"2016-12-04","DET","Away","NOR","W 28-13","Matt Prater\PratMa20",52,"Y","NOR","Dome",0.861,10,40.17,0.831
"256",4,"2016-12-04","CIN","Home","PHI","W 32-14","Mike Nugent\nugenmik01",32,"Y","CIN","Not Dome",0.793,12,35.17,0.808
"257",4,"2016-12-04","BAL","Home","MIA","W 38-6","Justin Tucker\TuckJu00",55,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"258",4,"2016-12-04","OAK","Home","BUF","W 38-24","Sebastian Janikowski\janikseb01",47,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"259",4,"2016-12-04","DEN","Away","JAX","W 20-10","Brandon McManus\McMaBr01",32,"Y","JAX","Not Dome",0.853,2,37.88,0.821
"260",4,"2016-12-04","WAS","Away","ARI","L 23-31","Dustin Hopkins\HopkDu00",20,"Y","ARI","Dome",0.81,2,36.9,0.845
"261",4,"2016-12-04","SEA","Home","CAR","W 40-7","Steven Hauschka\HausSt00",23,"Y","SEA","Not Dome",0.892,9,34.14,0.868
"262",4,"2016-12-04","DET","Away","NOR","W 28-13","Matt Prater\PratMa20",29,"Y","NOR","Dome",0.861,10,40.17,0.831
"263",4,"2016-12-04","BUF","Away","OAK","L 24-38","Dan Carpenter\CarpDa44",27,"Y","OAK","Not Dome",0.76,8,36.16,0.84
"264",4,"2016-12-04","ATL","Home","KAN","L 28-29","Matt Bryant\bryanmat01",59,"Y","ATL","Dome",0.919,15,37.3,0.858
"265",4,"2016-12-04","CIN","Home","PHI","W 32-14","Mike Nugent\nugenmik01",26,"Y","CIN","Not Dome",0.793,12,35.17,0.808
"266",4,"2016-12-04","SFO","Away","CHI","L 6-26","Phil Dawson\dawsophi01",28,"Y","CHI","Not Dome",0.857,18,40.33,0.844
"267",4,"2016-12-04","TAM","Away","SDG","W 28-21","Roberto Aguayo\AguaRo00",27,"Y","SDG","Not Dome",0.71,0,36.68,0.713
"268",4,"2016-12-04","NWE","Home","LAR","W 26-10","Stephen Gostkowski\GostSt20",48,"Y","NWE","Not Dome",0.844,10,37.16,0.871
"269",4,"2016-12-04","SEA","Home","CAR","W 40-7","Steven Hauschka\HausSt00",31,"Y","SEA","Not Dome",0.892,9,34.14,0.868
"270",4,"2016-12-04","ARI","Home","WAS","W 31-23","Chandler Catanzaro\CataCh00",28,"Y","ARI","Dome",0.75,2,39.07,0.851
"271",4,"2016-12-04","DET","Away","NOR","W 28-13","Matt Prater\PratMa20",27,"Y","NOR","Dome",0.861,10,40.17,0.831
"272",4,"2016-12-04","NOR","Home","DET","L 13-28","Wil Lutz\LutzWi00",32,"Y","NOR","Dome",0.824,0,37.53,0.842
"273",4,"2016-12-04","OAK","Home","BUF","W 38-24","Sebastian Janikowski\janikseb01",41,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"274",4,"2016-12-04","MIA","Away","BAL","L 6-38","Andrew Franks\FranAn01",46,"N","BAL","Not Dome",0.762,1,32.86,0.784
"275",4,"2016-12-04","WAS","Away","ARI","L 23-31","Dustin Hopkins\HopkDu00",47,"Y","ARI","Dome",0.81,2,36.9,0.845
"276",4,"2016-12-04","PHI","Away","CIN","L 14-32","Caleb Sturgis\SturCa00",51,"N","CIN","Not Dome",0.854,3,37.63,0.81
"277",4,"2016-12-04","DET","Away","NOR","W 28-13","Matt Prater\PratMa20",27,"Y","NOR","Dome",0.861,10,40.17,0.831
"278",4,"2016-12-04","SDG","Home","TAM","L 21-28","Josh Lambo\LambJo00",53,"N","SDG","Not Dome",0.813,1,36.38,0.813
"279",4,"2016-12-04","NWE","Home","LAR","W 26-10","Stephen Gostkowski\GostSt20",45,"Y","NWE","Not Dome",0.844,10,37.16,0.871
"280",4,"2016-12-04","LAR","Away","NWE","L 10-26","Greg Zuerlein\ZuerGr00",44,"Y","NWE","Not Dome",0.864,4,38.68,0.799
"281",4,"2016-12-04","ATL","Home","KAN","L 28-29","Matt Bryant\bryanmat01",22,"Y","ATL","Dome",0.919,15,37.3,0.858
"282",4,"2016-12-04","JAX","Home","DEN","L 10-20","Jason Myers\MyerJa00",47,"Y","JAX","Not Dome",0.794,1,42.82,0.824
"283",4,"2016-12-04","CIN","Home","PHI","W 32-14","Mike Nugent\nugenmik01",33,"Y","CIN","Not Dome",0.793,12,35.17,0.808
"284",4,"2016-12-04","SFO","Away","CHI","L 6-26","Phil Dawson\dawsophi01",31,"Y","CHI","Not Dome",0.857,18,40.33,0.844
"285",4,"2016-12-04","TAM","Away","SDG","W 28-21","Roberto Aguayo\AguaRo00",31,"N","SDG","Not Dome",0.71,0,36.68,0.713
"286",4,"2016-12-01","DAL","Away","MIN","W 17-15","Dan Bailey\BailDa00",39,"Y","MIN","Dome",0.844,5,38.41,0.897
"288",3,"2016-11-28","GNB","Away","PHI","W 27-13","Mason Crosby\CrosMa20",32,"Y","PHI","Not Dome",0.867,9,35.4,0.804
"289",3,"2016-11-28","PHI","Home","GNB","L 13-27","Caleb Sturgis\SturCa00",50,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"290",3,"2016-11-28","GNB","Away","PHI","W 27-13","Mason Crosby\CrosMa20",33,"Y","PHI","Not Dome",0.867,9,35.4,0.804
"291",3,"2016-11-28","PHI","Home","GNB","L 13-27","Caleb Sturgis\SturCa00",48,"Y","PHI","Not Dome",0.854,3,37.63,0.81
"292",3,"2016-11-27","ARI","Away","ATL","L 19-38","Chandler Catanzaro\CataCh00",54,"Y","ATL","Dome",0.75,2,39.07,0.851
"293",3,"2016-11-27","CIN","Away","BAL","L 14-19","Mike Nugent\nugenmik01",23,"Y","BAL","Not Dome",0.793,12,35.17,0.808
"294",3,"2016-11-27","BAL","Home","CIN","W 19-14","Justin Tucker\TuckJu00",54,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"295",3,"2016-11-27","CLE","Home","NYG","L 13-27","Cody Parkey\ParkCo03",20,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"296",3,"2016-11-27","NWE","Away","NYJ","W 22-17","Stephen Gostkowski\GostSt20",39,"N","NYJ","Not Dome",0.844,10,37.16,0.871
"297",3,"2016-11-27","DEN","Home","KAN","L 27-30","Brandon McManus\McMaBr01",44,"Y","DEN","Not Dome",0.853,2,37.88,0.821
"298",3,"2016-11-27","MIA","Home","SFO","W 31-24","Andrew Franks\FranAn01",24,"Y","MIA","Not Dome",0.762,1,32.86,0.784
"300",3,"2016-11-27","KAN","Away","DEN","W 30-27","Cairo Santos\SantCa01",37,"Y","DEN","Not Dome",0.886,2,35.63,0.843
"301",3,"2016-11-27","SDG","Away","HOU","W 21-13","Josh Lambo\LambJo00",54,"N","HOU","Dome",0.813,1,36.38,0.813
"302",3,"2016-11-27","HOU","Home","SDG","L 13-21","Nick Novak\novaknic01",19,"Y","HOU","Dome",0.854,9,36.78,0.828
"303",3,"2016-11-27","SFO","Away","MIA","L 24-31","Phil Dawson\dawsophi01",36,"Y","MIA","Not Dome",0.857,18,40.33,0.844
"304",3,"2016-11-27","TAM","Home","SEA","W 14-5","Roberto Aguayo\AguaRo00",48,"N","TAM","Not Dome",0.71,0,36.68,0.713
"305",3,"2016-11-27","TEN","Away","CHI","W 27-21","Ryan Succop\SuccRy44",31,"Y","CHI","Not Dome",0.917,7,39.33,0.831
"306",3,"2016-11-27","NWE","Away","NYJ","W 22-17","Stephen Gostkowski\GostSt20",41,"Y","NYJ","Not Dome",0.844,10,37.16,0.871
"307",3,"2016-11-27","ARI","Away","ATL","L 19-38","Chandler Catanzaro\CataCh00",25,"Y","ATL","Dome",0.75,2,39.07,0.851
"308",3,"2016-11-27","BAL","Home","CIN","W 19-14","Justin Tucker\TuckJu00",57,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"309",3,"2016-11-27","OAK","Home","CAR","W 35-32","Sebastian Janikowski\janikseb01",23,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"310",3,"2016-11-27","NWE","Away","NYJ","W 22-17","Stephen Gostkowski\GostSt20",28,"Y","NYJ","Not Dome",0.844,10,37.16,0.871
"311",3,"2016-11-27","DEN","Home","KAN","L 27-30","Brandon McManus\McMaBr01",33,"Y","DEN","Not Dome",0.853,2,37.88,0.821
"312",3,"2016-11-27","NYJ","Home","NWE","L 17-22","Nick Folk\FolkNi20",51,"Y","NYJ","Not Dome",0.871,9,33.97,0.813
"313",3,"2016-11-27","ATL","Home","ARI","W 38-19","Matt Bryant\bryanmat01",45,"Y","ATL","Dome",0.919,15,37.3,0.858
"314",3,"2016-11-27","CIN","Away","BAL","L 14-19","Mike Nugent\nugenmik01",36,"Y","BAL","Not Dome",0.793,12,35.17,0.808
"315",3,"2016-11-27","BAL","Home","CIN","W 19-14","Justin Tucker\TuckJu00",36,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"316",3,"2016-11-27","CLE","Home","NYG","L 13-27","Cody Parkey\ParkCo03",25,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"317",3,"2016-11-27","TEN","Away","CHI","W 27-21","Ryan Succop\SuccRy44",19,"Y","CHI","Not Dome",0.917,7,39.33,0.831
"318",3,"2016-11-27","NWE","Away","NYJ","W 22-17","Stephen Gostkowski\GostSt20",29,"Y","NYJ","Not Dome",0.844,10,37.16,0.871
"319",3,"2016-11-27","DEN","Home","KAN","L 27-30","Brandon McManus\McMaBr01",62,"N","DEN","Not Dome",0.853,2,37.88,0.821
"320",3,"2016-11-27","SEA","Away","TAM","L 5-14","Steven Hauschka\HausSt00",43,"Y","TAM","Not Dome",0.892,9,34.14,0.868
"321",3,"2016-11-27","BAL","Home","CIN","W 19-14","Justin Tucker\TuckJu00",52,"Y","BAL","Not Dome",0.974,4,41.95,0.899
"322",3,"2016-11-27","KAN","Away","DEN","W 30-27","Cairo Santos\SantCa01",34,"Y","DEN","Not Dome",0.886,2,35.63,0.843
"323",3,"2016-11-27","OAK","Home","CAR","W 35-32","Sebastian Janikowski\janikseb01",23,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"324",3,"2016-11-27","HOU","Home","SDG","L 13-21","Nick Novak\novaknic01",45,"Y","HOU","Dome",0.854,9,36.78,0.828
"325",3,"2016-11-24","WAS","Away","DAL","L 26-31","Dustin Hopkins\HopkDu00",20,"Y","DAL","Dome",0.81,2,36.9,0.845
"326",3,"2016-11-24","DET","Home","MIN","W 16-13","Matt Prater\PratMa20",40,"Y","DET","Dome",0.861,10,40.17,0.831
"327",3,"2016-11-24","WAS","Away","DAL","L 26-31","Dustin Hopkins\HopkDu00",43,"N","DAL","Dome",0.81,2,36.9,0.845
"328",3,"2016-11-24","WAS","Away","DAL","L 26-31","Dustin Hopkins\HopkDu00",55,"N","DAL","Dome",0.81,2,36.9,0.845
"329",3,"2016-11-24","DET","Home","MIN","W 16-13","Matt Prater\PratMa20",48,"Y","DET","Dome",0.861,10,40.17,0.831
"330",3,"2016-11-24","DAL","Home","WAS","W 31-26","Dan Bailey\BailDa00",46,"Y","DAL","Dome",0.844,5,38.41,0.897
"331",3,"2016-11-24","IND","Home","PIT","L 7-28","Adam Vinatieri\vinatada01",52,"N","IND","Dome",0.871,20,43.16,0.842
"332",3,"2016-11-24","WAS","Away","DAL","L 26-31","Dustin Hopkins\HopkDu00",24,"Y","DAL","Dome",0.81,2,36.9,0.845
"333",3,"2016-11-24","DET","Home","MIN","W 16-13","Matt Prater\PratMa20",29,"Y","DET","Dome",0.861,10,40.17,0.831
"334",3,"2016-11-21","HOU","Away","OAK","L 20-27","Nick Novak\novaknic01",32,"Y","OAK","Not Dome",0.854,9,36.78,0.828
"335",3,"2016-11-21","OAK","Home","HOU","W 27-20","Sebastian Janikowski\janikseb01",20,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"336",3,"2016-11-21","OAK","Home","HOU","W 27-20","Sebastian Janikowski\janikseb01",19,"Y","OAK","Not Dome",0.829,16,38.54,0.804
"337",3,"2016-11-21","HOU","Away","OAK","L 20-27","Nick Novak\novaknic01",28,"Y","OAK","Not Dome",0.854,9,36.78,0.828
"338",3,"2016-11-20","PIT","Away","CLE","W 24-9","Chris Boswell\BoswCh00",33,"Y","CLE","Not Dome",0.84,1,40.64,0.877
"339",3,"2016-11-20","DAL","Home","BAL","W 27-17","Dan Bailey\BailDa00",21,"Y","DAL","Dome",0.844,5,38.41,0.897
"340",3,"2016-11-20","TAM","Away","KAN","W 19-17","Roberto Aguayo\AguaRo00",41,"Y","KAN","Not Dome",0.71,0,36.68,0.713
"341",3,"2016-11-20","TEN","Away","IND","L 17-24","Ryan Succop\SuccRy44",47,"Y","IND","Dome",0.917,7,39.33,0.831
"342",3,"2016-11-20","IND","Home","TEN","W 24-17","Adam Vinatieri\vinatada01",49,"Y","IND","Dome",0.871,20,43.16,0.842
"343",3,"2016-11-20","SEA","Home","PHI","W 26-15","Steven Hauschka\HausSt00",44,"N","SEA","Not Dome",0.892,9,34.14,0.868
"344",3,"2016-11-20","BAL","Away","DAL","L 17-27","Justin Tucker\TuckJu00",46,"Y","DAL","Dome",0.974,4,41.95,0.899
"345",3,"2016-11-20","BUF","Away","CIN","W 16-12","Dan Carpenter\CarpDa44",54,"Y","CIN","Not Dome",0.76,8,36.16,0.84
"346",3,"2016-11-20","GNB","Away","WAS","L 24-42","Mason Crosby\CrosMa20",36,"Y","WAS","Not Dome",0.867,9,35.4,0.804
"347",3,"2016-11-20","LAR","Home","MIA","L 10-14","Greg Zuerlein\ZuerGr00",48,"N","LAR","Not Dome",0.864,4,38.68,0.799
"348",3,"2016-11-20","DET","Home","JAX","W 26-19","Matt Prater\PratMa20",43,"Y","DET","Dome",0.861,10,40.17,0.831
"349",3,"2016-11-20","JAX","Away","DET","L 19-26","Jason Myers\MyerJa00",52,"Y","DET","Dome",0.794,1,42.82,0.824
"350",3,"2016-11-20","PIT","Away","CLE","W 24-9","Chris Boswell\BoswCh00",32,"Y","CLE","Not Dome",0.84,1,40.64,0.877
"351",3,"2016-11-20","DAL","Home","BAL","W 27-17","Dan Bailey\BailDa00",30,"Y","DAL","Dome",0.844,5,38.41,0.897
"352",3,"2016-11-20","TAM","Away","KAN","W 19-17","Roberto Aguayo\AguaRo00",22,"Y","KAN","Not Dome",0.71,0,36.68,0.713
"353",3,"2016-11-20","CLE","Home","PIT","L 9-24","Cody Parkey\ParkCo03",24,"Y","CLE","Not Dome",0.8,2,37.6,0.846
"354",3,"2016-11-20","IND","Home","TEN","W 24-17","Adam Vinatieri\vinatada01",42,"N","IND","Dome",0.871,20,43.16,0.842
"355",3,"2016-11-20","CHI","Away","NYG","L 16-22","Connor Barth\barthco01",51,"N","NYG","Not Dome",0.783,7,35.35,0.84
"356",3,"2016-11-20","SEA","Home","PHI","W 26-15","Steven Hauschka\HausSt00",35,"Y","SEA","Not Dome",0.892,9,34.14,0.868
"357",3,"2016-11-20","BUF","Away","CIN","W 16-12","Dan Carpenter\CarpDa44",26,"Y","CIN","Not Dome",0.76,8,36.16,0.84
"358",3,"2016-11-20","KAN","Home","TAM","L 17-19","Cairo Santos\SantCa01",22,"Y","KAN","Not Dome",0.886,2,35.63,0.843
"359",3,"2016-11-20","WAS","Home","GNB","W 42-24","Dustin Hopkins\HopkDu00",37,"Y","WAS","Not Dome",0.81,2,36.9,0.845
"360",3,"2016-11-20","LAR","Home","MIA","L 10-14","Greg Zuerlein\ZuerGr00",46,"Y","LAR","Not Dome",0.864,4,38.68,0.799
"361",3,"2016-11-20","DET","Home","JAX","W 26-19","Matt Prater\PratMa20",27,"Y","DET","Dome",0.861,10,40.17,0.831
"362",3,"2016-11-20","JAX","Away","DET","L 19-26","Jason Myers\MyerJa00",27,"Y","DET","Dome",0.794,1,42.82,0.824
"363",3,"2016-11-20","SFO","Home","NWE","L 17-30","Phil Dawson\dawsophi01",33,"Y","SFO","Not Dome",0.857,18,40.33,0.844
"364",3,"2016-11-20","PIT","Away","CLE","W 24-9","Chris Boswell\BoswCh00",22,"Y","CLE","Not Dome",0.84,1,40.64,0.877
"365",3,"2016-11-20","TAM","Away","KAN","W 19-17","Roberto Aguayo\AguaRo00",36,"Y","KAN","Not Dome",0.71,0,36.68,0.713
"366",3,"2016-11-20","ARI","Away","MIN","L 24-30","Chandler Catanzaro\CataCh00",34,"Y","MIN","Dome",0.75,2,39.07,0.851
"367",3,"2016-11-20","BUF","Away","CIN","W 16-12","Dan Carpenter\CarpDa44",20,"Y","CIN","Not Dome",0.76,8,36.16,0.84
"368",3,"2016-11-20","TAM","Away","KAN","W 19-17","Roberto Aguayo\AguaRo00",31,"Y","KAN","Not Dome",0.71,0,36.68,0.713
"369",3,"2016-11-20","GNB","Away","WAS","L 24-42","Mason Crosby\CrosMa20",36,"N","WAS","Not Dome",0.867,9,35.4,0.804
"370",3,"2016-11-20","NWE","Away","SFO","W 30-17","Stephen Gostkowski\GostSt20",38,"Y","SFO","Not Dome",0.844,10,37.16,0.871
"371",3,"2016-11-20","CHI","Away","NYG","L 16-22","Connor Barth\barthco01",40,"Y","NYG","Not Dome",0.783,7,35.35,0.84
"372",3,"2016-11-20","SEA","Home","PHI","W 26-15","Steven Hauschka\HausSt00",21,"Y","SEA","Not Dome",0.892,9,34.14,0.868
"373",3,"2016-11-17","NOR","Away","CAR","L 20-23","Wil Lutz\LutzWi00",27,"Y","CAR","Not Dome",0.824,0,37.53,0.842
"374",3,"2016-11-17","CAR","Home","NOR","W 23-20","Graham Gano\GanoGr44",49,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"375",3,"2016-11-17","NOR","Away","CAR","L 20-23","Wil Lutz\LutzWi00",30,"Y","CAR","Not Dome",0.824,0,37.53,0.842
"376",3,"2016-11-17","CAR","Home","NOR","W 23-20","Graham Gano\GanoGr44",32,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"378",3,"2016-11-17","CAR","Home","NOR","W 23-20","Graham Gano\GanoGr44",42,"Y","CAR","Not Dome",0.789,7,40.61,0.8
"379",3,"2016-11-14","CIN","Away","NYG","L 20-21","Mike Nugent\nugenmik01",38,"Y","NYG","Not Dome",0.793,12,35.17,0.808
"380",3,"2016-11-14","CIN","Away","NYG","L 20-21","Mike Nugent\nugenmik01",25,"Y","NYG","Not Dome",0.793,12,35.17,0.808
"381",3,"2016-11-13","DEN","Away","NOR","W 25-23","Brandon McManus\McMaBr01",50,"Y","NOR","Dome",0.853,2,37.88,0.821
